job_key,skill_key,found_in_title,found_in_description
gb-5868767667,problem-solving,False,True
gb-5868767755,stakeholder-management,False,True
gb-5868767755,communication,False,True
gb-5868767760,r,False,True
gb-5868767785,agile,False,True
gb-5868767785,stakeholder-management,False,True
gb-5868804236,agile,False,True
gb-5868804241,stakeholder-management,False,True
gb-5868804241,communication,False,True
gb-5868804241,problem-solving,False,True
gb-5868804516,sql,False,True
gb-5868804516,power-bi,False,True
gb-5868804516,data-modeling,False,True
gb-5868804602,sql,False,True
gb-5868804602,python,False,True
gb-5868804602,snowflake,False,True
gb-5868804734,power-bi,False,True
gb-5868804734,communication,False,True
gb-5868804734,problem-solving,False,True
gb-5868804739,stakeholder-management,False,True
gb-5868804739,communication,False,True
gb-5868804753,stakeholder-management,False,True
gb-5868804757,sql,False,True
gb-5868804757,excel,False,True
gb-5868804868,sql,True,True
gb-5868804868,power-bi,True,False
gb-5868804868,stakeholder-management,False,True
gb-5868804868,problem-solving,False,True
gb-5868804964,stakeholder-management,False,True
gb-5868804972,excel,False,True
gb-5868804972,communication,False,True
gb-5868804972,problem-solving,False,True
gb-5868804984,agile,False,True
gb-5868804984,stakeholder-management,False,True
gb-5868805062,agile,False,True
gb-5868805062,stakeholder-management,False,True
gb-5868805062,communication,False,True
gb-5868805062,problem-solving,False,True
gb-5868805111,excel,False,True
gb-5868805111,statistics,False,True
gb-5868805425,sql,False,True
gb-5868805425,python,False,True
gb-5868805425,excel,False,True
gb-5868805425,etl,False,True
gb-5868805425,problem-solving,False,True
gb-5868805430,stakeholder-management,False,True
gb-5868805681,python,False,True
gb-5868805681,excel,False,True
gb-5868805681,problem-solving,False,True
gb-5868805768,data-modeling,False,True
gb-5868805871,communication,False,True
gb-5868805873,power-bi,False,True
gb-5868805873,excel,False,True
gb-5868805873,dax,False,True
gb-5868805873,stakeholder-management,False,True
gb-5868805944,sql,False,True
gb-5868805944,power-bi,False,True
gb-5868805944,stakeholder-management,False,True
gb-5868805944,communication,False,True
gb-5868805982,excel,False,True
gb-5868805982,data-modeling,False,True
gb-5868806004,sql,False,True
gb-5868806004,power-bi,False,True
gb-5868806004,azure,False,True
gb-5868806004,etl,False,True
gb-5868806004,stakeholder-management,False,True
gb-5868906185,stakeholder-management,False,True
gb-5868909048,sql,True,True
gb-5868909139,sql,False,True
gb-5868913954,stakeholder-management,False,True
gb-5868917250,excel,False,True
gb-5868919242,stakeholder-management,False,True
gb-5869005150,sql,False,True
gb-5869105942,power-bi,False,True
gb-5869120196,stakeholder-management,False,True
gb-5869120401,excel,False,True
gb-5869150885,agile,False,True
gb-5869152296,power-bi,False,True
gb-5869152296,databricks,False,True
gb-5869157666,agile,False,True
gb-5869180933,sql,False,True
gb-5869180933,power-bi,True,True
gb-5869180933,dax,False,True
gb-5869198302,statistics,False,True
gb-5869442593,stakeholder-management,False,True
gb-5869442717,stakeholder-management,False,True
gb-5869444098,sql,False,True
gb-5869444098,stakeholder-management,False,True
gb-5869444098,communication,False,True
gb-5869444112,stakeholder-management,False,True
gb-5869444131,stakeholder-management,False,True
gb-5869479486,stakeholder-management,False,True
gb-5869493390,sql,False,True
gb-5869493390,data-modeling,False,True
gb-5869493390,stakeholder-management,False,True
gb-5869544669,stakeholder-management,False,True
gb-5869549719,sql,False,True
gb-5869550457,power-bi,True,True
gb-5869554111,sql,True,True
gb-5869554116,sql,False,True
gb-5869559762,stakeholder-management,False,True
gb-5869562897,r,False,True
gb-5869942796,stakeholder-management,False,True
gb-5870432930,stakeholder-management,False,True
gb-5870597643,stakeholder-management,False,True
gb-5870625973,stakeholder-management,False,True
gb-5870741984,stakeholder-management,False,True
gb-5870755983,agile,False,True
gb-5870758339,r,False,True
gb-5870758339,agile,False,True
gb-5870759329,r,False,True
gb-5870760707,agile,False,True
gb-5870766110,stakeholder-management,False,True
gb-5870776356,agile,False,True
gb-5870797719,stakeholder-management,False,True
gb-5870797720,stakeholder-management,False,True
gb-5870884518,stakeholder-management,False,True
gb-5870922540,agile,False,True
gb-5870922540,stakeholder-management,False,True
gb-5871009870,stakeholder-management,False,True
gb-5871014147,snowflake,False,True
gb-5871014147,stakeholder-management,False,True
gb-5871014207,stakeholder-management,False,True
gb-5871023051,stakeholder-management,False,True
gb-5871033540,stakeholder-management,False,True
gb-5871043916,r,False,True
gb-5871135754,stakeholder-management,False,True
gb-5871241488,tableau,False,True
gb-5871241488,stakeholder-management,False,True
gb-5871241488,problem-solving,False,True
gb-5871261504,stakeholder-management,False,True
gb-5871261748,stakeholder-management,False,True
gb-5871306012,stakeholder-management,False,True
gb-5871306012,problem-solving,False,True
gb-5871617311,stakeholder-management,False,True
gb-5871617319,stakeholder-management,False,True
gb-5871838727,power-bi,False,True
gb-5871838727,excel,False,True
gb-5871838730,sql,False,True
gb-5871838730,python,False,True
gb-5871838730,problem-solving,False,True
gb-5871839107,sql,False,True
gb-5871839107,statistics,False,True
gb-5871839379,communication,False,True
gb-5871839519,power-bi,False,True
gb-5871839519,excel,False,True
gb-5871839519,stakeholder-management,False,True
gb-5871839600,sql,False,True
gb-5871839600,tableau,False,True
gb-5871839600,aws,False,True
gb-5871839600,git,False,True
gb-5871839713,statistics,False,True
gb-5871839919,sql,False,True
gb-5871839919,etl,False,True
gb-5871839919,data-modeling,False,True
gb-5871839972,sql,False,True
gb-5871839972,power-bi,False,True
gb-5871839972,tableau,False,True
gb-5871840218,sql,False,True
gb-5871840218,python,False,True
gb-5871840218,azure,False,True
gb-5871840218,data-visualization,False,True
gb-5871840814,sql,False,True
gb-5871840814,python,False,True
gb-5871840814,databricks,False,True
gb-5871840814,spark,False,True
gb-5871840836,sql,False,True
gb-5871840836,etl,False,True
gb-5871840836,data-modeling,False,True
gb-5871840937,sql,False,True
gb-5871840937,python,False,True
gb-5871840937,tableau,False,True
gb-5871840937,data-visualization,False,True
gb-5871840937,problem-solving,False,True
gb-5871840963,sql,False,True
gb-5871840963,communication,False,True
gb-5871840969,sql,True,True
gb-5871840995,stakeholder-management,False,True
gb-5871841062,problem-solving,False,True
gb-5871841154,power-bi,False,True
gb-5871841154,tableau,False,True
gb-5871841198,data-modeling,False,True
gb-5871841199,snowflake,False,True
gb-5871841210,sql,False,True
gb-5871841210,python,False,True
gb-5871841210,tableau,False,True
gb-5871841210,r,False,True
gb-5871841210,snowflake,False,True
gb-5871841210,databricks,False,True
gb-5871841210,spark,False,True
gb-5871841210,etl,False,True
gb-5871841210,data-visualization,False,True
gb-5871841344,communication,False,True
gb-5871841413,statistics,False,True
gb-5871841422,stakeholder-management,False,True
gb-5871841422,communication,False,True
gb-5871841437,agile,False,True
gb-5871841463,sql,False,True
gb-5871841492,power-bi,False,True
gb-5871841492,excel,False,True
gb-5871841492,stakeholder-management,False,True
gb-5871841492,problem-solving,False,True
gb-5871841514,sql,False,True
gb-5871841514,power-bi,False,True
gb-5871841514,excel,False,True
gb-5871841708,excel,False,True
gb-5871841772,stakeholder-management,False,True
gb-5871841772,communication,False,True
gb-5871841772,problem-solving,False,True
gb-5871841854,communication,False,True
gb-5871841854,problem-solving,False,True
gb-5871841893,stakeholder-management,False,True
gb-5871841893,communication,False,True
gb-5871841901,sql,False,True
gb-5871841901,python,False,True
gb-5871841901,r,False,True
gb-5871841901,stakeholder-management,False,True
gb-5872097625,agile,False,True
gb-5872097625,stakeholder-management,False,True
gb-5872120033,agile,False,True
gb-5872123477,stakeholder-management,False,True
gb-5872125014,stakeholder-management,False,True
gb-5872906430,stakeholder-management,False,True
gb-5872971641,sql,False,True
gb-5872971641,power-bi,False,True
gb-5872971641,excel,False,True
gb-5872972849,sql,False,True
gb-5872972849,stakeholder-management,False,True
gb-5873088328,stakeholder-management,False,True
gb-5873157161,stakeholder-management,False,True
gb-5873182087,stakeholder-management,False,True
gb-5873197733,statistics,False,True
gb-5873203012,power-bi,False,True
gb-5873203012,stakeholder-management,False,True
gb-5873239589,stakeholder-management,False,True
gb-5873317407,agile,True,True
gb-5873317407,stakeholder-management,False,True
gb-5873317429,agile,True,True
gb-5873317429,stakeholder-management,False,True
gb-5873326995,stakeholder-management,False,True
gb-5873563158,stakeholder-management,False,True
gb-5873698285,sql,False,True
gb-5873698285,data-modeling,False,True
gb-5873698285,stakeholder-management,False,True
gb-5873710850,stakeholder-management,False,True
gb-5873822433,stakeholder-management,False,True
gb-5874063372,sql,False,True
gb-5874063372,problem-solving,False,True
gb-5874063660,sql,False,True
gb-5874063660,power-bi,False,True
gb-5874131590,sql,True,False
gb-5874131590,power-bi,True,False
gb-5874131590,azure,True,False
gb-5874136549,stakeholder-management,False,True
gb-5874136572,sql,True,False
gb-5874136572,power-bi,True,False
gb-5874136572,excel,True,False
gb-5874136572,data-visualization,False,True
gb-5874136586,data-visualization,False,True
gb-5874139106,communication,False,True
gb-5874164897,stakeholder-management,False,True
gb-5874305309,power-bi,False,True
gb-5874345238,agile,True,False
gb-5874353544,stakeholder-management,False,True
gb-5874376026,stakeholder-management,False,True
gb-5874392526,stakeholder-management,False,True
gb-5874392533,stakeholder-management,False,True
gb-5874418500,excel,False,True
gb-5874418862,stakeholder-management,False,True
gb-5874487851,data-visualization,True,False
gb-5874508666,data-visualization,False,True
gb-5874519937,stakeholder-management,False,True
gb-5875056099,stakeholder-management,False,True
gb-5875056109,stakeholder-management,False,True
gb-5875137396,stakeholder-management,False,True
gb-5875137690,stakeholder-management,False,True
gb-5875322591,stakeholder-management,False,True
gb-5875455900,agile,False,True
gb-5875482639,data-modeling,False,True
gb-5875482639,stakeholder-management,False,True
gb-5875482722,excel,False,True
gb-5875482722,problem-solving,False,True
gb-5875482998,sql,False,True
gb-5875482998,excel,False,True
gb-5875482998,aws,False,True
gb-5875482998,snowflake,False,True
gb-5875482998,data-modeling,False,True
gb-5875482998,agile,False,True
gb-5875482998,stakeholder-management,False,True
gb-5875483163,sql,False,True
gb-5875483163,power-bi,True,True
gb-5875483163,data-modeling,False,True
gb-5875483163,dax,False,True
gb-5875483280,communication,False,True
gb-5875483280,problem-solving,False,True
gb-5875483346,sql,False,True
gb-5875483346,power-bi,False,True
gb-5875483346,tableau,False,True
gb-5875483346,excel,False,True
gb-5875483346,snowflake,False,True
gb-5875483386,sql,False,True
gb-5875483386,power-bi,True,True
gb-5875483386,dax,False,True
gb-5875483386,stakeholder-management,False,True
gb-5875483523,stakeholder-management,False,True
gb-5875483523,communication,False,True
gb-5875483699,stakeholder-management,False,True
gb-5875483699,communication,False,True
gb-5875483699,problem-solving,False,True
gb-5875483765,stakeholder-management,False,True
gb-5875483804,excel,False,True
gb-5875483804,stakeholder-management,False,True
gb-5875483804,communication,False,True
gb-5875483809,python,False,True
gb-5875536107,stakeholder-management,False,True
gb-5875536150,r,False,True
gb-5875592213,power-bi,False,True
gb-5875592730,agile,False,True
gb-5875602046,sql,False,True
gb-5875602046,power-bi,False,True
gb-5875603699,stakeholder-management,False,True
gb-5875603706,agile,False,True
gb-5875604351,stakeholder-management,False,True
gb-5875732973,stakeholder-management,False,True
gb-5875799231,stakeholder-management,False,True
gb-5875799472,stakeholder-management,False,True
gb-5875799480,stakeholder-management,False,True
gb-5875799525,sql,False,True
gb-5875799525,excel,False,True
gb-5875799525,stakeholder-management,False,True
gb-5875799535,stakeholder-management,False,True
gb-5876431926,r,False,True
gb-5876442514,power-bi,True,True
gb-5876535527,stakeholder-management,False,True
gb-5876538521,agile,False,True
gb-5876538521,stakeholder-management,False,True
gb-5876949440,stakeholder-management,False,True
gb-5877052646,agile,False,True
gb-5877052646,stakeholder-management,False,True
gb-5877053529,sql,False,True
gb-5877053529,statistics,False,True
gb-5877053658,communication,False,True
gb-5877053792,sql,False,True
gb-5877053792,stakeholder-management,False,True
gb-5877053792,communication,False,True
gb-5877053826,sql,False,True
gb-5877053826,python,False,True
gb-5877053826,power-bi,False,True
gb-5877053826,aws,False,True
gb-5877053826,etl,False,True
gb-5877053826,data-visualization,False,True
gb-5877053826,git,False,True
gb-5877053826,stakeholder-management,False,True
gb-5877053826,communication,False,True
gb-5877053826,problem-solving,False,True
gb-5877053829,agile,False,True
gb-5877053838,sql,False,True
gb-5877053838,python,False,True
gb-5877053838,r,False,True
gb-5877053838,aws,False,True
gb-5877053838,azure,False,True
gb-5877053838,snowflake,False,True
gb-5877053838,stakeholder-management,False,True
gb-5877053864,excel,False,True
gb-5877053864,stakeholder-management,False,True
gb-5877053885,agile,False,True
gb-5877053885,stakeholder-management,False,True
gb-5877053885,problem-solving,False,True
gb-5877053894,sql,False,True
gb-5877053894,power-bi,False,True
gb-5877053899,sql,True,True
gb-5877053899,power-bi,True,True
gb-5877053899,azure,True,True
gb-5877054292,sql,False,True
gb-5877054292,python,False,True
gb-5877054292,excel,False,True
gb-5877054292,spark,False,True
gb-5877085909,stakeholder-management,False,True
gb-5877123842,power-bi,True,True
gb-5877123885,power-bi,False,True
gb-5877123885,stakeholder-management,False,True
gb-5877128238,stakeholder-management,False,True
gb-5877128630,agile,False,True
gb-5877129043,stakeholder-management,False,True
gb-5877134755,stakeholder-management,False,True
gb-5877162977,stakeholder-management,False,True
gb-5877222773,stakeholder-management,False,True
gb-5877224259,stakeholder-management,False,True
gb-5877354878,sql,False,True
gb-5877354878,power-bi,True,True
gb-5877354878,dax,False,True
gb-5877395892,stakeholder-management,False,True
gb-5877395980,sql,True,True
gb-5877395980,python,True,True
gb-5877395980,data-modeling,False,True
gb-5877439940,stakeholder-management,False,True
gb-5877449133,sql,True,True
gb-5877449133,power-bi,True,True
gb-5877462502,azure,True,True
gb-5877462502,stakeholder-management,False,True
gb-5877475615,sql,False,True
gb-5877475615,python,False,True
gb-5877475615,agile,False,True
gb-5877528452,stakeholder-management,False,True
gb-5877539589,stakeholder-management,False,True
gb-5877552045,azure,False,True
gb-5877618502,stakeholder-management,False,True
gb-5877618564,sql,False,True
gb-5877644326,stakeholder-management,False,True
gb-5877815599,agile,False,True
gb-5878311635,sql,False,True
gb-5878311635,python,False,True
gb-5878311635,power-bi,False,True
gb-5878311635,tableau,False,True
gb-5878311635,excel,False,True
gb-5878311721,excel,False,True
gb-5878311721,stakeholder-management,False,True
gb-5878311812,r,False,True
gb-5878312201,agile,False,True
gb-5878312201,stakeholder-management,False,True
gb-5878312431,stakeholder-management,False,True
gb-5878312442,excel,False,True
gb-5878312442,communication,False,True
gb-5878312442,problem-solving,False,True
gb-5878312587,sql,False,True
gb-5878312587,data-visualization,False,True
gb-5878312790,stakeholder-management,False,True
gb-5878312790,problem-solving,False,True
gb-5878312907,stakeholder-management,False,True
gb-5878312907,communication,False,True
gb-5878312978,sql,True,True
gb-5878312978,excel,False,True
gb-5878312978,communication,False,True
gb-5878312978,problem-solving,False,True
gb-5878313068,agile,False,True
gb-5878313068,stakeholder-management,False,True
gb-5878313068,communication,False,True
gb-5878313089,agile,False,True
gb-5878313619,stakeholder-management,False,True
gb-5878313678,stakeholder-management,False,True
gb-5878313975,stakeholder-management,False,True
gb-5878313988,sql,True,True
gb-5878313988,power-bi,True,False
gb-5878313988,stakeholder-management,False,True
gb-5878313988,problem-solving,False,True
gb-5878314332,power-bi,False,True
gb-5878314332,tableau,False,True
gb-5878314569,stakeholder-management,False,True
gb-5878314573,sql,False,True
gb-5878314573,power-bi,False,True
gb-5878314573,tableau,False,True
gb-5878314848,azure,False,True
gb-5878314848,agile,False,True
gb-5878314848,stakeholder-management,False,True
gb-5878314930,stakeholder-management,False,True
gb-5878315290,stakeholder-management,False,True
gb-5878315290,problem-solving,False,True
gb-5878315314,python,False,True
gb-5878315314,excel,False,True
gb-5878315314,problem-solving,False,True
gb-5878315325,sql,False,True
gb-5878315325,python,False,True
gb-5878315325,databricks,False,True
gb-5878315325,spark,False,True
gb-5878315341,communication,False,True
gb-5878315341,problem-solving,False,True
gb-5878315343,statistics,False,True
gb-5878315390,data-modeling,False,True
gb-5878315856,sql,False,True
gb-5878315856,power-bi,False,True
gb-5878315856,azure,False,True
gb-5878315856,etl,False,True
gb-5878315856,stakeholder-management,False,True
gb-5878315979,problem-solving,False,True
gb-5878316209,power-bi,False,True
gb-5878316209,tableau,False,True
gb-5878316458,statistics,False,True
gb-5878316463,sql,False,True
gb-5878316463,power-bi,False,True
gb-5878316463,tableau,False,True
gb-5878316463,excel,False,True
gb-5878316463,snowflake,False,True
gb-5878316473,agile,False,True
gb-5878316787,sql,False,True
gb-5878316787,power-bi,False,True
gb-5878317321,sql,False,True
gb-5878317321,power-bi,False,True
gb-5878317321,tableau,False,True
gb-5878317321,excel,False,True
gb-5878317321,data-visualization,False,True
gb-5878317321,problem-solving,False,True
gb-5878317570,agile,False,True
gb-5878317570,stakeholder-management,False,True
gb-5878317587,excel,False,True
gb-5878317587,etl,False,True
gb-5878317587,data-modeling,False,True
gb-5878317747,agile,False,True
gb-5878317747,stakeholder-management,False,True
gb-5878317747,communication,False,True
gb-5878317747,problem-solving,False,True
gb-5878317751,stakeholder-management,False,True
gb-5878317838,stakeholder-management,False,True
gb-5878317838,communication,False,True
gb-5878317887,communication,False,True
gb-5878317887,problem-solving,False,True
gb-5878461896,stakeholder-management,False,True
gb-5878485801,stakeholder-management,False,True
gb-5878497715,power-bi,False,True
gb-5878537172,problem-solving,False,True
gb-5878599017,r,False,True
gb-5878599017,stakeholder-management,False,True
gb-5878640871,stakeholder-management,False,True
gb-5878660877,problem-solving,False,True
gb-5878694535,power-bi,False,True
gb-5878701642,stakeholder-management,False,True
gb-5878709579,excel,False,True
gb-5878744446,stakeholder-management,False,True
gb-5878744850,stakeholder-management,False,True
gb-5878796733,stakeholder-management,False,True
gb-5878802595,tableau,True,True
gb-5878802595,data-visualization,False,True
gb-5878820013,stakeholder-management,False,True
gb-5878820014,data-visualization,False,True
gb-5878820014,stakeholder-management,False,True
gb-5878820028,stakeholder-management,False,True
gb-5878831834,stakeholder-management,False,True
gb-5878831886,power-bi,True,False
gb-5878831956,tableau,True,True
gb-5878831956,data-visualization,False,True
gb-5878833745,stakeholder-management,False,True
gb-5878868681,excel,False,True
gb-5878869341,power-bi,False,True
gb-5878871185,data-modeling,False,True
gb-5878871185,data-visualization,False,True
gb-5878873076,azure,False,True
gb-5878873076,stakeholder-management,False,True
gb-5878899633,power-bi,False,True
gb-5879115304,problem-solving,False,True
gb-5879305677,excel,False,True
gb-5879305677,data-visualization,False,True
gb-5879389517,stakeholder-management,False,True
gb-5879498264,stakeholder-management,False,True
gb-5879498302,stakeholder-management,False,True
gb-5879498344,stakeholder-management,False,True
gb-5879498345,stakeholder-management,False,True
gb-5879527920,stakeholder-management,False,True
gb-5879676717,stakeholder-management,False,True
gb-5879749780,data-visualization,False,True
gb-5879774551,sql,False,True
gb-5879774551,power-bi,False,True
gb-5879774551,r,False,True
gb-5879774551,stakeholder-management,False,True
gb-5879821989,power-bi,False,True
gb-5879845290,stakeholder-management,False,True
gb-5879898270,data-modeling,False,True
gb-5879898270,stakeholder-management,False,True
gb-5879940901,stakeholder-management,False,True
gb-5879942598,sql,False,True
gb-5879943695,stakeholder-management,False,True
gb-5880081786,python,False,True
gb-5880097893,stakeholder-management,False,True
gb-5880113492,sql,False,True
gb-5880113492,power-bi,False,True
gb-5880113492,data-modeling,False,True
gb-5880113492,data-visualization,False,True
gb-5880121243,data-modeling,False,True
gb-5880121243,stakeholder-management,False,True
gb-5880121248,aws,False,True
gb-5880121248,stakeholder-management,False,True
gb-5880288648,stakeholder-management,False,True
gb-5880857808,excel,False,True
gb-5880952340,agile,False,True
gb-5880952340,stakeholder-management,False,True
gb-5880952400,stakeholder-management,False,True
gb-5880952400,communication,False,True
gb-5880952400,problem-solving,False,True
gb-5880952519,stakeholder-management,False,True
gb-5880952717,power-bi,False,True
gb-5880952717,data-modeling,False,True
gb-5880952717,statistics,False,True
gb-5880952717,data-visualization,False,True
gb-5880952874,stakeholder-management,False,True
gb-5880952878,sql,False,True
gb-5880952878,python,False,True
gb-5880952878,power-bi,False,True
gb-5880952878,spark,False,True
gb-5880952878,dax,False,True
gb-5880952878,communication,False,True
gb-5881008835,sql,False,True
gb-5881008835,power-bi,False,True
gb-5881008835,databricks,False,True
gb-5881009247,gcp,False,True
gb-5881009247,databricks,False,True
gb-5881103115,stakeholder-management,False,True
gb-5881115271,stakeholder-management,False,True
gb-5881122067,stakeholder-management,False,True
gb-5881131514,stakeholder-management,False,True
gb-5881139485,stakeholder-management,False,True
gb-5881158067,stakeholder-management,False,True
gb-5881182137,agile,False,True
gb-5882072270,excel,False,True
gb-5882587634,sql,False,True
gb-5882587634,problem-solving,False,True
gb-5882590336,agile,False,True
gb-5882590364,communication,False,True
gb-5882590364,problem-solving,False,True
gb-5882755667,r,False,True
gb-5882760315,r,False,True
gb-5882767824,stakeholder-management,False,True
gb-5882771041,stakeholder-management,False,True
gb-5882907369,power-bi,False,True
gb-5882979567,stakeholder-management,False,True
gb-5883116044,statistics,False,True
gb-5883261309,stakeholder-management,False,True
gb-5883468189,stakeholder-management,False,True
gb-5883514610,sql,False,True
gb-5883514610,power-bi,False,True
gb-5883514610,tableau,False,True
gb-5883514610,data-modeling,False,True
gb-5883514610,data-visualization,False,True
gb-5883514610,stakeholder-management,False,True
gb-5883514610,problem-solving,False,True
gb-5883514616,stakeholder-management,False,True
gb-5883514616,communication,False,True
gb-5883561330,stakeholder-management,False,True
gb-5883570356,sql,True,False
gb-5883570356,power-bi,True,False
gb-5883570356,excel,True,False
gb-5883570356,data-visualization,False,True
gb-5883610849,stakeholder-management,False,True
gb-5883610878,data-visualization,False,True
gb-5883610914,sql,True,False
gb-5883610914,power-bi,True,False
gb-5883610914,excel,True,False
gb-5883610914,data-visualization,False,True
gb-5883633787,data-modeling,False,True
gb-5883633787,data-visualization,False,True
gb-5883633788,stakeholder-management,False,True
gb-5883637546,excel,False,True
gb-5883638501,stakeholder-management,False,True
gb-5883673928,stakeholder-management,False,True
gb-5883752290,sql,False,True
gb-5883752290,stakeholder-management,False,True
gb-5883752350,stakeholder-management,False,True
gb-5883771897,stakeholder-management,False,True
gb-5883771921,stakeholder-management,False,True
gb-5883771939,stakeholder-management,False,True
gb-5883771990,stakeholder-management,False,True
gb-5883842046,azure,True,True
gb-5883842046,communication,False,True
gb-5883859360,stakeholder-management,False,True
gb-5883859562,stakeholder-management,False,True
gb-5883869659,stakeholder-management,False,True
gb-5883901350,stakeholder-management,False,True
gb-5883907745,data-modeling,False,True
gb-5883907745,data-visualization,False,True
gb-5883930969,stakeholder-management,False,True
gb-5884161929,machine-learning,False,True
gb-5884331169,stakeholder-management,False,True
gb-5884392541,r,False,True
gb-5884393017,stakeholder-management,False,True
gb-5884412339,tableau,False,True
gb-5884412339,stakeholder-management,False,True
gb-5884412339,problem-solving,False,True
gb-5884534778,excel,False,True
gb-5884534778,communication,False,True
gb-5884534820,sql,False,True
gb-5884534820,gcp,False,True
gb-5884535241,excel,False,True
gb-5884535241,data-modeling,False,True
gb-5884535660,stakeholder-management,False,True
gb-5884535698,communication,False,True
gb-5884622472,stakeholder-management,False,True
gb-5884623536,agile,False,True
gb-5884623658,stakeholder-management,False,True
gb-5884623744,sql,False,True
gb-5884623744,power-bi,False,True
gb-5884640247,stakeholder-management,False,True
gb-5884646804,agile,False,True
gb-5884774224,stakeholder-management,False,True
gb-5884783390,stakeholder-management,False,True
gb-5884860137,stakeholder-management,False,True
gb-5884930797,excel,False,True
gb-5884992250,stakeholder-management,False,True
gb-5885033522,power-bi,False,True
gb-5885033522,stakeholder-management,False,True
gb-5885094319,power-bi,True,True
gb-5885094319,r,False,True
gb-5885094319,stakeholder-management,False,True
gb-5885137275,gcp,True,True
gb-5885138293,stakeholder-management,False,True
gb-5885140617,r,False,True
gb-5885144890,agile,False,True
gb-5885146764,power-bi,False,True
gb-5885146764,stakeholder-management,False,True
gb-5885193281,stakeholder-management,False,True
gb-5885452732,problem-solving,False,True
gb-5885547492,r,False,True
gb-5885589025,problem-solving,False,True
gb-5885651165,r,False,True
gb-5885917730,stakeholder-management,False,True
gb-5885924918,stakeholder-management,False,True
gb-5885977505,stakeholder-management,False,True
gb-5886017033,sql,False,True
gb-5886017033,problem-solving,False,True
gb-5886017173,agile,False,True
gb-5886017173,stakeholder-management,False,True
gb-5886017173,communication,False,True
gb-5886017173,problem-solving,False,True
gb-5886017203,data-modeling,False,True
gb-5886017235,stakeholder-management,False,True
gb-5886017275,stakeholder-management,False,True
gb-5886017340,excel,False,True
gb-5886104392,sql,False,True
gb-5886244148,stakeholder-management,False,True
gb-5886260985,problem-solving,False,True
gb-5886260988,r,False,True
gb-5886404165,stakeholder-management,False,True
gb-5886404242,excel,False,True
gb-5886404377,stakeholder-management,False,True
gb-5886519843,stakeholder-management,False,True
gb-5886556100,sql,False,True
gb-5886556100,python,False,True
gb-5886556100,tableau,False,True
gb-5886556100,snowflake,False,True
gb-5886556110,stakeholder-management,False,True
gb-5886556181,sql,False,True
gb-5886556181,power-bi,False,True
gb-5886571391,power-bi,False,True
gb-5886595734,stakeholder-management,False,True
gb-5886631765,stakeholder-management,False,True
gb-5886631889,r,False,True
gb-5886637537,excel,False,True
gb-5886638494,stakeholder-management,False,True
gb-5886641236,stakeholder-management,False,True
gb-5886642196,azure,True,True
gb-5886642982,sql,False,True
gb-5886871877,stakeholder-management,False,True
gb-5886972346,agile,False,True
gb-5886972346,stakeholder-management,False,True
gb-5886996329,stakeholder-management,False,True
gb-5887308145,excel,False,True
gb-5887462416,stakeholder-management,False,True
gb-5887462518,agile,False,True
gb-5887462518,stakeholder-management,False,True
gb-5887464775,power-bi,False,True
gb-5887472729,agile,True,False
gb-5887643243,power-bi,False,True
gb-5887653468,power-bi,False,True
gb-5887653468,excel,False,True
gb-5887689615,stakeholder-management,False,True
gb-5887948548,stakeholder-management,False,True
gb-5887981794,stakeholder-management,False,True
gb-5887981874,stakeholder-management,False,True
gb-5887981908,stakeholder-management,False,True
gb-5887981941,stakeholder-management,False,True
gb-5887998554,stakeholder-management,False,True
gb-5888087075,power-bi,False,True
gb-5888197991,python,False,True
gb-5888197991,excel,False,True
gb-5888206653,stakeholder-management,False,True
gb-5888219236,stakeholder-management,False,True
gb-5888222866,problem-solving,False,True
gb-5888359387,stakeholder-management,False,True
gb-5888512333,agile,False,True
gb-5888512333,stakeholder-management,False,True
gb-5888522528,sql,False,True
gb-5888522528,power-bi,False,True
gb-5888612608,stakeholder-management,False,True
gb-5888760388,stakeholder-management,False,True
gb-5888760405,stakeholder-management,False,True
gb-5888760415,stakeholder-management,False,True
gb-5888760419,stakeholder-management,False,True
gb-5888760491,stakeholder-management,False,True
gb-5888760530,stakeholder-management,False,True
gb-5888760532,stakeholder-management,False,True
gb-5888760548,stakeholder-management,False,True
gb-5889010838,python,False,True
gb-5889010838,agile,False,True
gb-5889015963,agile,False,True
gb-5889026239,r,False,True
gb-5889027354,stakeholder-management,False,True
gb-5889028501,stakeholder-management,False,True
gb-5889037929,sql,False,True
gb-5889039373,machine-learning,True,True
gb-5889156441,stakeholder-management,False,True
gb-5889226377,agile,False,True
gb-5889226377,stakeholder-management,False,True
gb-5889288242,agile,False,True
gb-5889288242,stakeholder-management,False,True
gb-5889292774,stakeholder-management,False,True
gb-5889376654,stakeholder-management,False,True
gb-5889389433,stakeholder-management,False,True
gb-5889389435,power-bi,False,True
gb-5889479740,gcp,True,False
gb-5889502919,agile,False,True
gb-5889502919,stakeholder-management,False,True
gb-5889502989,stakeholder-management,False,True
gb-5889543209,power-bi,False,True
gb-5889543209,excel,False,True
gb-5889552184,r,False,True
gb-5889647016,power-bi,True,True
gb-5889690525,power-bi,False,True
gb-5889704893,data-modeling,False,True
gb-5889704893,stakeholder-management,False,True
gb-5889719771,power-bi,False,True
gb-5889719771,excel,False,True
gb-5889790174,stakeholder-management,False,True
gb-5889793077,stakeholder-management,False,True
