__CLASS__,redirect_url,salary_is_predicted,latitude,longitude,salary_max,contract_type,id,created,description,title,adref,salary_min,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag,contract_time,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858384691?utm_medium=api&utm_source=aa0fc1e4,1,51.455299,-2.5919,40988.16,,5858384691,2026-08-27T16:32:07Z,"Description The Client Data Onboarding Specialist plays a vital role in ensuring clients are successfully connected to the data sources required for our products and services. This role serves as the primary bridge between clients, data sources, and internal technical teams to determine what data is needed, where it comes from, and when it must flow into our systems. You will lead the data onboarding workflow end-to-end—coordinating requirements, managing communication, setting expectations, an…",Client Data Onboarding Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3Nwd3QzS244Ukd1VDhDUV8wU3pSUSIsImkiOiI1ODU4Mzg0NjkxIn0.wc7oDfxO4Fpf5peUOY7h6i5q1XUhsyoh-zGQn81i0Ic,40988.16,"['UK', 'South West England', 'Bristol']","Bristol, South West England",Adzuna::API::Response::Location,Gresham,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,3,2026-09-03 08:37:33.076417+00:00,149
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858377515?utm_medium=api&utm_source=aa0fc1e4,1,,,54763.33,,5858377515,2026-08-27T16:28:23Z,"Management Level F Lenvi is a growing technology business based in Leeds, providing specialist software and analytics solutions to clients across the UK and international markets. We are seeking a Data and Power BI Analyst to join our Finance team and help turn complex financial and operational data into clear, actionable insight. This role will see you develop dashboards, reporting solutions and performance analysis that improve visibility across the business and support strategic and operatio…",Data and Power BI Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ3Nwd3QzS244Ukd1VDhDUV8wU3pSUSIsImkiOiI1ODU4Mzc3NTE1In0.AzbjTdLFxto5WMRx-Ofe0_YXN-CV8RYm-hehpcvGAj4,54763.33,['UK'],UK,Adzuna::API::Response::Location,Equiniti,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,3,2026-09-03 08:37:33.076417+00:00,150
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858373645?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=65984B2AFEA087A22DBE8A2895A158DE5E6C0477,0,51.443901,0.219727,45385.0,permanent,5858373645,2026-08-27T16:26:09Z,"Asset Data Analyst - Property Services Job Title: Asset Data Analyst - Property Services Salary: £36,308 to £45,385 per annum (salary offered dependent on experience) Hours: 35 hours per week, Monday to Friday Contract: Permanent Location: Mariner House, Dartford/Agile We're looking for a proactive and analytical Asset Data Analyst to join our Property Services team. Working closely with the Assistant Asset Data Manager, you'll play a key role in maintaining the quality, accuracy and integrity …",Asset Data Analyst - Property Services,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODM3MzY0NSIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.daqalfdP5Cmprsw-V1uRO6flAZfCxMMDZnRFtpGSXHo,36308.0,"['UK', 'South East England', 'Kent', 'Dartford']","Dartford, Kent",Adzuna::API::Response::Location,Moat Homes,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,151
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858371998?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,60835.59,,5858371998,2026-08-27T16:25:07Z,"Time Type: Full time Working Pattern: Hybrid ​ Purpose of the Role Reporting to the Data Analytics Manager, the Senior Data Analyst is a hands-on individual contributor who helps the team through its shift from platform delivery (post-EDP) toward value-added analytics and commercial insight. The role contributes to building lasting data partnerships with the underwriting, claims and exposure management teams, so that analytics is embedded in day-to-day decision-making rather than delivered as i…",Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODM3MTk5OCIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.jkSGSjudQrXsRXWzkUvK2RySTkRiXdMY1XghtHF6sCU,60835.59,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,AEGIS London,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,152
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858368399?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,51851.85,,5858368399,2026-08-27T16:22:50Z,"Our Story Hello there. We’re Zopa. We started our journey back in 2005, building the first ever peer-to-peer lending company. Fast forward to 2020 and we launched Zopa Bank. A bank that listens to what our customers don’t like about finance and does the opposite. We’re redefining what it feels like to work in finance. Our vision for a new era of banking puts people front and centre — we’ve built a business that empowers everyone to aim high, every day, to move finance forward. Find out more abo…",Senior Analyst (Data and Process controls),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MzY4Mzk5In0.aVA4r3xl9zH-NP8mSdOIsdy5quo_SEPe6uQIBsKXOGY,51851.85,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Zopa,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,153
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858367665?utm_medium=api&utm_source=aa0fc1e4,1,51.503378,-0.139134,43029.06,,5858367665,2026-08-27T16:22:14Z,"Description Workplace: White City, London - Hybrid Data Analyst, Central Insights We are seeking a Data Analyst to join the ITV Insight Group’s Central Insights team. Central Insights plays a crucial role in shaping ITV’s understanding of the UK television market, evolving viewer behaviours and future opportunities in an exciting, highly competitive and increasingly complex media landscape. Our work helps the business understand how viewers engage with ITV’s content across broadcast, VOD and SV…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MzY3NjY1In0.dLSBTANWYCdM7GhGl-iiWHQTUIVG6DGkuXGhcmiztAg,43029.06,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,ITV,Adzuna::API::Response::Company,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,pr-advertising-marketing-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,154
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858364990?utm_medium=api&utm_source=aa0fc1e4,0,51.503378,-0.139134,45000.0,,5858364990,2026-08-27T16:20:13Z,"25th August, 2026 Data Analyst, Investment Management Firm, London, up to £45k, Hybrid A growing FTSE-listed investment management firm are looking for a motivated Data Analyst to join their team and play a key role in supporting business-critical systems, reporting, and automation initiatives. This is an excellent opportunity for a data-driven professional who enjoys solving complex problems and improving processes through technology. Working closely with Finance, Operations, and Technology te…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MzY0OTkwIn0.S7xLH1f2r_ArlskbbpcDJyOQHCuAIygHi72T2ilPjPw,45000.0,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Trace,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,155
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858363665?utm_medium=api&utm_source=aa0fc1e4,0,53.796414,-1.553983,43000.0,,5858363665,2026-08-27T16:19:06Z,"The Opportunity We are looking for a Data Analyst to join a growing, forward-thinking organisation where data sits at the heart of decision-making. This is an exciting opportunity to work within a modern, cloud-based data environment, helping to turn complex data into meaningful insight that drives business performance. You’ll play a key role in shaping how data, automation, and AI are used across the business—working with cutting-edge tools including Power BI and Microsoft Co-pilot technologie…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MzYzNjY1In0.O_HfSEbMxST2XXpfenf2larbzvTBFF2Rcnr6Wnnf1xE,43000.0,"['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Leeds', 'Holbeck']","Holbeck, Leeds",Adzuna::API::Response::Location,The Progeny Group Limited,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,156
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858342035?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=64AF6D8B4D6469E752B8C1BA6285558425C906F2,0,,,90000.0,permanent,5858342035,2026-08-27T15:52:20Z,"Pricing Analyst - Data & Pricing Programme Location: London (Hybrid Working) Contract Type: Permanent, Full-Time Salary: Competitive  Benefits About the Role We are seeking a highly organised, commercially minded Commercial Data Analyst to join our growing team based in London. This hybrid role offers the opportunity to work closely with senior leadership while enjoying the flexibility of a modern working environment. Reporting to the VP Commercial, you will play a pivotal role in analysing, ma…",Pricing Analyst - Data & Pricing Program,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODM0MjAzNSIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.udIt1yo3kyIq0H4K8ODVvig7G1jYVRuwX8xtWNPLwP8,70000.0,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Morgan McKinley,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,157
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858303351?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=EC1BC9C03150A0CE652BE157C13DF3FFD0ED6706,0,51.489086,-0.139816,130000.0,contract,5858303351,2026-08-27T15:04:06Z,"Our client, a leading global SaaS organisation is looking for a Senior Data Analyst to work on exciting AI/ML user experience projects for a 12 month contract. Hybrid with 3 days on site. Responsibilities; * Providing data sources that help build the AI/ML user experience * Build and maintain scalable data pipelines for BigQuery using Cloud Composer and Airflow. * Provide observability and monitoring using Monte Carlo and Looker as well as operational tools such as NewRelic and Splunk, driving …",Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODMwMzM1MSIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.g6LtXsH7-tu1FpudPb1poheDPVVh6Ws9haYGRGfEhxs,130000.0,"['UK', 'London', 'South West London', 'Pimlico']","Pimlico, South West London",Adzuna::API::Response::Location,EF Recruitment,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,158
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858303237?utm_medium=api&utm_source=aa0fc1e4,1,53.061549,-1.415827,40122.38,permanent,5858303237,2026-08-27T15:03:42Z,"SC Johnson Professional have an exciting opportunity for a Data Analyst - Sustainability to join the team! You will join us on a full-time, permanent basis, and in return, you will receive a competitive salary. Location: Denby, Derbyshire Function: RD&E Internal Job Title: Senior Associate, Data Analyst, Sustainability About us: Joining the team at SC Johnson Professional® makes you part of a family company with a deep history in the professional market as a leading manufacturer of skincare, cl…",Data Analyst - Sustainability,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MzAzMjM3In0.j6b_pKMOCWne9ZiEhEr00xTymByoiFCiTmbC9N7-KyY,40122.38,"['UK', 'East Midlands', 'Derbyshire', 'Ripley', 'Pentrich']","Pentrich, Ripley",Adzuna::API::Response::Location,SC Johnson Professional,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,159
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858284420?utm_medium=api&utm_source=aa0fc1e4,1,53.480701,-2.23438,46455.1,contract,5858284420,2026-08-27T14:53:41Z,"Senior/Managing Consultant - Data & Business Analysis, 3 months, Manchester About us: We help organisations navigate the future of technology, combining human expertise, emerging tech and AI to deliver better outcomes, faster. Since 2014, we’ve worked side-by-side with clients to solve complex challenges, build high-performing teams, and create lasting capability. About you: You care deeply about producing high-quality work that delivers real value You’re comfortable navigating ambiguity and so…",Data & Business Analyst (Contract),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4Mjg0NDIwIn0.AkZ3oz20jk0YV0ET7oeH46a5TcIPfFZzyr9cf89zGZU,46455.1,"['UK', 'North West England', 'Greater Manchester', 'Manchester']","Manchester, Greater Manchester",Adzuna::API::Response::Location,AND Digital,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,160
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858263105?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=3C982104D35D2E610F4575592D3C13669815008E,1,,,73095.22,contract,5858263105,2026-08-27T13:48:21Z,"Our client, a leading global SaaS organisation is looking for a Senior Data Analyst to work on exciting AI/ML user experience projects for a 12 month contract. Hybrid with 3 days on site. Responsibilities; Providing data sources that help build the AI/ML user experience Build and maintain scalable data pipelines for BigQuery using Cloud Composer and Airflow. Provide observability and monitoring using Monte Carlo and Looker as well as operational tools such as NewRelic and Splunk, driving reliab…",Senior Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODI2MzEwNSIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.4mpsP_58y_dBhcmIK5TpqWs3Ec00z-IIAmfY2K9yVPA,73095.22,"['UK', 'London']","London, UK",Adzuna::API::Response::Location,Executive Facilities,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,161
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858262977?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=451840E1ADB45CA9F2674E33531E5ABDF3565B0F,1,53.0508,-1.40716,45757.88,permanent,5858262977,2026-08-27T13:48:19Z,"SC Johnson Professional have an exciting opportunity for a Data Analyst - Sustainability to join the team! You will join us on a full-time, permanent basis , and in return, you will receive a competitive salary . Location: Denby, Derbyshire Function: RD&E Internal Job Title: Senior Associate, Data Analyst, Sustainability About us: Joining the team at SC Johnson Professional makes you part of a family company with a deep history in the professional market as a leading manufacturer of skincare, c…",Data Analyst - Sustainability,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODI2Mjk3NyIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.l5rL7b2hmwUNe-n4IRO_kYIaZIDpToohY20PKRIW-vk,45757.88,"['UK', 'East Midlands', 'Derbyshire', 'Ripley']","Ripley, Derbyshire",Adzuna::API::Response::Location,SC Johnson Professional,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,162
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858262293?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=0E7AB55129CF382035D708ECC15FBE6D988C3B89,1,53.799599,-1.54912,20413.35,,5858262293,2026-08-27T13:48:12Z,"Would you like to use data and analytical tools to fight fraud and financial crime, protect customers from bad actors, and find solutions to business challenges? Are you looking for an opportunity to learn? If your answer is 'yes' then keep reading. Who we are. From interest-free credit to Buy Now, Pay Later, over 3,000 leading retailers trust us to provide fast, flexible and responsible finance solutions for their customers. At Novuna Consumer Finance, we offer finance for lots of life's key p…",Financial Crime Data Analyst Apprentice - LS11 9BH,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MjYyMjkzIn0.2RnRRaCrB8bw5_FqCeFithvz_-IKvE7tSq8vWYKc5cY,20413.35,"['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Leeds']","Leeds, West Yorkshire",Adzuna::API::Response::Location,QA,Adzuna::API::Response::Company,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,163
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858245997?utm_medium=api&utm_source=aa0fc1e4,1,53.480701,-2.23438,41871.26,contract,5858245997,2026-08-27T13:26:00Z,Who We Are: AND Digital are a tech company focused on accelerating digital delivery and dedicated to closing the digital skills gap. We’ve been helping organisations build better digital products and stronger digital teams since 2014. We believe our work should always leave a legacy for the client. We do this through close relationships with our offices (or ‘Clubs’) so that our partners are always prioritised by a regional team close to them. This unique model has driven success for our clients…,Data & Business Analyst -FTC,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MjQ1OTk3In0.m_57GQAOeIEl09vOT2_4m38npriEBxq66kMog0q5J_E,41871.26,"['UK', 'North West England', 'Greater Manchester', 'Manchester']","Manchester, Greater Manchester",Adzuna::API::Response::Location,AND Digital,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,164
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858200062?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=5B5F88A561B8C5FAD8766F51AD551E11AF9D92A8,1,53.353128,-1.470141,32843.76,contract,5858200062,2026-08-27T12:25:12Z,"We are excited to offer a fantastic opportunity for a Data Analyst to join our dynamic Sheffield team at our Olive Grove Depot (S2 3GE). This role will be based on site. This position is a 12 month fixed-term contract As a Data Analyst, you will play a key role in supporting the contract with accurate, timely, and meaningful data. Your analysis will help us monitor performance, identify opportunities for improvement, and deliver a high-quality service to our client. You'll also contribute to ou…",Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODIwMDA2MiIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.d4_9-v9TUYFSCaSyZCHq-N0_vletPHvccjzvyMCMlGw,32843.76,"['UK', 'Yorkshire And The Humber', 'South Yorkshire', 'Sheffield', 'Heeley']","Heeley, Sheffield",Adzuna::API::Response::Location,Amey Ltd,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,165
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5858200024?se=ct-SuHKn8RG9hZZomVLVEQ&utm_medium=api&utm_source=aa0fc1e4&v=2D396522AA38F697C054BB8C203A8E68F86322F0,1,53.408258,-2.916292,21115.0,,5858200024,2026-08-27T12:25:06Z,"About the opportunity Netcom Training's government-funded Data Analysis course is your way into a career working with data. You'll learn to collect, clean and analyse real datasets, then turn them into insights people can actually use. No experience needed. Course details Duration: 11 weeks Format: Online, practical workshops Schedule: Mon-Thu, 6pm-9pm What you'll learn * How organisations use data to make better decisions * Collecting, structuring and cleaning data for accuracy * Core statisti…",Trainee Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODIwMDAyNCIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.7ZbUb1IkCC0xADDBwMJ5qtMzcEYWvyPQkPqdn1igdYs,21115.0,"['UK', 'North West England', 'Merseyside', 'Liverpool', 'Stanley']","Stanley, Liverpool",Adzuna::API::Response::Location,Netcom Training,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,part_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,166
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858153297?utm_medium=api&utm_source=aa0fc1e4,0,51.560101,-0.073739,60000.0,permanent,5858153297,2026-08-27T11:41:45Z,"Salary: £50,000 - 60,000 per year Requirements: Proven experience in a Data Migration or Data Integration role Strong understanding of data mapping, ETL and data transformation Experience working on complex system integration or migration projects Strong SQL skills Experience using data analysis tools such as Excel, Python or similar Experience with data migration tools Ability to understand system architecture, data structures and integration points Strong data analysis and problem-solving ski…",Data Migration Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MTUzMjk3In0.EI4ewPRJWXOYmG3hAM4o9dNIYE1JLgndw5h2islLTMs,50000.0,"['UK', 'London', 'North London', 'Stoke Newington']","Stoke Newington, North London",Adzuna::API::Response::Location,Amtis Professional Ltd,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,167
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152906?utm_medium=api&utm_source=aa0fc1e4,0,52.97942,-0.022944,69000.0,,5858152906,2026-08-27T11:41:42Z,"Salary: £29,000 - 69,000 per year Requirements: Experience with SQL and working with data sets Good knowledge of Power Apps and associated tools Understanding of data analysis and reporting principles Strong attention to detail and problem-solving ability Ability to work closely with non-technical stakeholders and present A proactive mindset and willingness to learn Microsoft Business Central experience is desirable Exposure to ERP / MRP systems is desirable Experience with data capture systems…",SQL Data Analyst / Power BI Developer,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjkwNiIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.Mi1Pq0RU0CEbK2Oi46Jo5CD1Qyxmk4XbUJZeJQgxnyk,29000.0,"['UK', 'East Midlands', 'Lincolnshire', 'Boston', 'Witham Town']","Witham Town, Boston",Adzuna::API::Response::Location,Anne Corder Recruitment,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,168
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152496?utm_medium=api&utm_source=aa0fc1e4,0,53.357997,-2.03823,35000.0,,5858152496,2026-08-27T11:41:39Z,"Salary: £25,000 - 35,000 per year Requirements: Good SQL skills Experience with Microsoft Excel Knowledge of Microsoft BI tools such as SSIS, SSRS or SSAS would be advantageous Experience working with large datasets Strong analytical and problem-solving skills Excellent attention to detail Good communication skills and the ability to work well as part of a team Strong organisational skills and the ability to manage multiple tasks Responsibilities: Extracting and manipulating data using SQL Prod…",Junior SQL Data Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MTUyNDk2In0.k7kRgHw80brtDCKqcVvgUlrZrBvZrRHp1plmD1gzouM,25000.0,"['UK', 'North West England', 'Greater Manchester', 'Stockport', 'Disley', 'Newtown']","Newtown, Disley",Adzuna::API::Response::Location,Adria Solutions Ltd,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,169
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152342?utm_medium=api&utm_source=aa0fc1e4,1,51.618967,0.182076,67027.85,contract,5858152342,2026-08-27T11:41:38Z,"Salary: £? - ? per year Requirements: Strong experience in data migration projects. Expertise in data design and structuring data for new systems. Proven ability in data mapping, including matching and transforming data between source and target systems. Experience migrating data from legacy systems to cloud-based platforms. Ability to assess data quality, identify issues, and recommend migration approaches. Previous experience with iDocs Cloud migrations is desirable. Experience conducting dat…",IT Data Analyst / IT Data Migration Specialist,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY3QtU3VIS244Ukc5aFpab21WTFZFUSIsImkiOiI1ODU4MTUyMzQyIn0.Kj55cA30tG-HAjWP3gvXfkoe4NRGpHxDRsqGFQuQTDw,67027.85,"['UK', 'Eastern England', 'Essex', 'Romford', 'Havering-Atte-Bower']","Havering-Atte-Bower, Romford",Adzuna::API::Response::Location,Adecco,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,170
Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152358?utm_medium=api&utm_source=aa0fc1e4,0,51.511133,-0.082262,75000.0,,5858152358,2026-08-27T11:41:38Z,"Salary: £50,000 - 75,000 per year Requirements: Experience supporting, designing, delivering, or advising on AI, data, analytics, or digital transformation initiatives. A strong problem-solving mindset with the ability to apply technology to complex business challenges. Excellent communication, stakeholder management, and relationship-building skills. Strong programme and project management capabilities. Commercial awareness and an entrepreneurial mindset, with an interest in shaping new opport…",Data & AI Strategy Analyst to Senior Manager,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjM1OCIsInMiOiJjdC1TdUhLbjhSRzloWlpvbVZMVkVRIn0.uHefMPGRZlGBWaFe-hvI32xQgOTSdsUI9q_AoAVMC0A,50000.0,"['UK', 'London', 'Central London', 'Fenchurch St']","Fenchurch St, Central London",Adzuna::API::Response::Location,Accenture,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs,full_time,gb,United Kingdom,GBP,Data Analyst,data analyst,4,2026-09-03 08:37:33.076417+00:00,171
