title,latitude,__CLASS__,redirect_url,salary_min,created,salary_max,salary_is_predicted,description,longitude,id,adref,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Business Analyst Manager,51.294601,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152201?utm_medium=api&utm_source=aa0fc1e4,70000.0,2026-08-27T11:41:37Z,75000.0,0,"Salary: £70,000 - 75,000 per year Requirements: Experience leading, coaching or developing Business Analysts and/or Systems Analysts Strong experience gathering, analysing and assuring business, functional, non-functional and technical requirements Experience working with and communicating with third parties, ensuring assurance around deliverables Confidence reviewing and challenging solution designs and third-party supplier deliverables to ensure quality and alignment with business outcomes Ab…",0.40888,5858152201,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGhPYVplR2w4UkdVR0s3TDRna0lnZyIsImkiOiI1ODU4MTUyMjAxIn0.VJ7Jv-2biemh4eUgjULmw5iOMubrOoptMyeBdUksxgQ,Adzuna::API::Response::Company,Clearwater People Solutions,it-jobs,IT Jobs,Adzuna::API::Response::Category,"West Malling, Kent","['UK', 'South East England', 'Kent', 'West Malling']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Business Analyst,business analyst,3,2026-09-01 08:44:34.761705+00:00,146
Business Analyst,53.382159,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152192?utm_medium=api&utm_source=aa0fc1e4,51270.0,2026-08-27T11:41:37Z,51270.0,0,"Salary: £51,270 - 51,270 per year Requirements: Experience working in a Business Analyst role, ideally within Digital Services, ICT or a change environment. Excellent stakeholder management and relationship-building skills, with the ability to influence and engage people at all levels. Experience facilitating workshops, gathering requirements and translating business needs into practical solutions. Strong process mapping and business improvement skills. Ability to manage multiple priorities and…",-2.260386,5858152192,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjE5MiIsInMiOiJEaE9hWmVHbDhSR1VHSzdMNGdrSWdnIn0.45MHO5LjpRhH219t4xwL0HSQgFG4hHU1HUVNriIWQj0,Adzuna::API::Response::Company,Wythenshawe Community Housing Group,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Civic Centre, Wythenshawe","['UK', 'North West England', 'Greater Manchester', 'Manchester', 'Wythenshawe', 'Civic Centre']",Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,3,2026-09-01 08:44:34.761705+00:00,147
Sub-Ledger Business Analyst,51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152269?utm_medium=api&utm_source=aa0fc1e4,48951.9,2026-08-27T11:41:37Z,48951.9,1,"Salary: £? - ? per year Requirements: We are looking for a Business Analyst with implementation experience in a finance sub-ledger program within a financial institution, ideally across two different programs. We need someone with a strong understanding of financial services products and their accounting rules. We need experience with regulatory requirements relating to finance data in financial services. We are looking for experience running requirements gathering workshops and documenting req…",-0.139134,5858152269,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjI2OSIsInMiOiJEaE9hWmVHbDhSR1VHSzdMNGdrSWdnIn0._MpWYRZ4EKMlqaeM00-yii32gPQ1f9seoAer9pP0Yuk,Adzuna::API::Response::Company,Damia Group Ltd,it-jobs,IT Jobs,Adzuna::API::Response::Category,"London, UK","['UK', 'London']",Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,3,2026-09-01 08:44:34.761705+00:00,148
IT Business Analyst,52.652007,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152295?utm_medium=api&utm_source=aa0fc1e4,50000.0,2026-08-27T11:41:37Z,55000.0,0,"Salary: £50,000 - 55,000 per year Requirements: Proven experience as a Business Analyst, ideally 2-5 years within food manufacturing or a wider manufacturing environment. Strong understanding of business process mapping and modelling, with excellent analytical and problem solving skills. Experience producing clear requirements documentation, including user stories and acceptance criteria, with the ability to communicate effectively across IT teams, third-party providers and business stakeholder…",-0.471352,5858152295,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRGhPYVplR2w4UkdVR0s3TDRna0lnZyIsImkiOiI1ODU4MTUyMjk1In0.x8xRh-_kJl5tFTACfXm_PWP2dJChOfkEC8xVvHDm8Ok,Adzuna::API::Response::Company,MorePeople,it-jobs,IT Jobs,Adzuna::API::Response::Category,"St. Martins, Stamford","['UK', 'East Midlands', 'Lincolnshire', 'Stamford', 'St. Martins']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Business Analyst,business analyst,3,2026-09-01 08:44:34.761705+00:00,149
Dayforce Business Analyst,51.455182,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152073?utm_medium=api&utm_source=aa0fc1e4,66026.2,2026-08-27T11:41:36Z,66026.2,1,"Salary: £? - ? per year Requirements: Proven Business Analyst experience on large-scale HR, Payroll, or HCM implementations. Strong payroll process expertise, preferably within UK payroll environments. Experience delivering Dayforce, Workday, SAP SuccessFactors, Oracle HCM, or similar payroll implementations. Strong data migration experience. Experience managing complex stakeholder groups. Experience facilitating workshops and requirements sessions. Exposure to payroll integrations and data int…",-2.597022,5858152073,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjA3MyIsInMiOiJEaE9hWmVHbDhSR1VHSzdMNGdrSWdnIn0.kjDHwLe7JqIZybn43UfHd2owzWckdRgcajltlLsXWxU,Adzuna::API::Response::Company,Lawrence Harvey,it-jobs,IT Jobs,Adzuna::API::Response::Category,"St. Augustines, Bristol","['UK', 'South West England', 'Bristol', 'St. Augustines']",Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,3,2026-09-01 08:44:34.761705+00:00,150
Senior Business Analyst (Student Systems),51.514285,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858152100?utm_medium=api&utm_source=aa0fc1e4,47000.0,2026-08-27T11:41:36Z,57000.0,0,"Salary: £47,000 - 57,000 per year Requirements: Significant experience leading business analysis activities within large-scale transformation programmes in the Higher Education sector. Strong knowledge of student life cycle processes and associated university operations. Previous experience working with Student Information Systems such as Ellucian Banner, Tribal SITS or similar platforms. Experience supporting SaaS or cloud-based technology implementations. Expertise in business process modelli…",-0.093587,5858152100,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MjEwMCIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.pgerdnWPFECMr6ikJZXnO3ZXebnqv9ITSg7QBWke8Jc,Adzuna::API::Response::Company,Hays Technology,it-jobs,IT Jobs,Adzuna::API::Response::Category,"St Paul's, Central London","['UK', 'London', 'Central London', ""St Paul's""]",Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,151
Business Analyst,53.747313,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151659?utm_medium=api&utm_source=aa0fc1e4,35000.0,2026-08-27T11:41:32Z,40000.0,0,"Salary: £35,000 - 40,000 per year Requirements: 1-3 years experience as a Business Analyst Comfortable gathering requirements and working with developers to deliver against them Some exposure to Sales and Marketing processes is highly desirable Salesforce experience is a bonus A full driving licence is required We are looking for someone who wants to learn and grow in the role We are looking for a genuine team player who works well with others We are looking for someone who is happy being local…",-0.32625,5858151659,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU4MTUxNjU5In0.y3o7M2XBEHnRf71vf21IJiKyoWnGqsFJMoJRUzOMcIM,Adzuna::API::Response::Company,Fyre Global Ltd,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Garden Village, Hull","['UK', 'Yorkshire And The Humber', 'East Riding Of Yorkshire', 'Hull', 'Garden Village']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,152
Business Analyst / Product Owner,51.547405,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151639?utm_medium=api&utm_source=aa0fc1e4,70000.0,2026-08-27T11:41:32Z,80000.0,0,"Salary: £70,000 - 80,000 per year Requirements: Strong mortgage industry or financial services experience. Detailed knowledge of mortgage origination and servicing. Experience working on technology implementation or transformation programmes. Strong Business Analysis and/or Product Ownership experience. Experience working with third-party vendors or implementation partners. Excellent stakeholder management and communication skills. Ability to bridge the gap between business requirements and tec…",-0.179663,5858151639,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MTYzOSIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.0pPsjPbyWR_Qe_DdZ7_TC4wQYDRtojGGTjsxFdUMJ9w,Adzuna::API::Response::Company,FINCROFT,it-jobs,IT Jobs,Adzuna::API::Response::Category,"South Hampstead, North West London","['UK', 'London', 'North West London', 'South Hampstead']",Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,153
Business Analyst,51.017016,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151625?utm_medium=api&utm_source=aa0fc1e4,45000.0,2026-08-27T11:41:32Z,60000.0,0,"Salary: £45,000 - 60,000 per year Requirements: Well-developed experience of requirement gathering, ideation, and documentation of platforms and applications, including entity diagrams and relevant frameworks to identify functional and non-functional requirements IT project experience with Agile and Waterfall methodologies Proven ability to bridge the gap between IT and business (non-technical) stakeholders Experience of working within the UK Defence sector and/or Military Current active SC lev…",-3.102165,5858151625,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU4MTUxNjI1In0.kEdcTdTHqDFRdWgu8DBLCs61d0SK673w9kdqwgGstUg,Adzuna::API::Response::Company,EKIM Consulting Limited,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Sherford, Taunton","['UK', 'South West England', 'Somerset', 'Taunton', 'Sherford']",Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,154
Data Business Analyst,53.866079,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151443?utm_medium=api&utm_source=aa0fc1e4,47000.0,2026-08-27T11:41:31Z,52000.0,0,"Salary: £47,000 - 52,000 per year Requirements: Proven experience in a Data Analyst, Business Analyst, Reporting Analyst, or similar role. Strong SQL skills with the ability to write complex queries and manipulate large datasets. Experience creating dashboards and reports using Microsoft Power BI. Advanced Microsoft Excel skills, including Pivot Tables, Power Query, Lookups, and formulas. Experience with VBA or a strong background in Excel automation and advanced spreadsheet development. Strong…",-1.684111,5858151443,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MTQ0MyIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.CeJVG3akq7etu8zMFYQ9lVqwD6myahpFvyMQN-xo2RI,Adzuna::API::Response::Company,Permanent Futures Limited,it-jobs,IT Jobs,Adzuna::API::Response::Category,"East Carlton, Yeadon","['UK', 'Yorkshire And The Humber', 'West Yorkshire', 'Leeds', 'Yeadon', 'East Carlton']",Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,155
Technical Business Analyst,52.277704,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151577?utm_medium=api&utm_source=aa0fc1e4,55582.46,2026-08-27T11:41:31Z,55582.46,1,"Salary: £? - ? per year Requirements: Proven experience working as a Technical Business Analyst, Business Analyst or Process Analyst within Automation, RPA or Digital Transformation programmes. Strong experience facilitating workshops, stakeholder interviews and business process discovery sessions. Demonstrable experience producing AS-IS / TO-BE process maps using recognised methodologies such as BPMN. Experience writing high-quality business requirements, functional specifications and Process …",-1.496707,5858151577,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MTU3NyIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.Da1ZZIDagt0rKUmY7v0troKlGn79k2A49FOJ6mH4RnE,Adzuna::API::Response::Company,VIQU IT,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Radford Semele, Leamington Spa","['UK', 'West Midlands', 'Warwickshire', 'Leamington Spa', 'Radford Semele']",Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,156
Technical Business Analyst,51.522867,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151541?utm_medium=api&utm_source=aa0fc1e4,50000.0,2026-08-27T11:41:31Z,55000.0,0,"Salary: £50,000 - 55,000 per year Requirements: Previous experience as a Technical Business Analyst within complex technology environments. Strong understanding of software delivery, system integration and technical architecture. Experience analysing data using tools such as SQL, Excel, Power BI or Tableau. Comfortable working with databases, data modelling and data transformation. Experience writing technical requirements, user stories and functional documentation. Strong stakeholder managemen…",-0.716042,5858151541,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE1MTU0MSIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.vH552XjTl6yQBZSm25lDHFuQylOvwMuAzjWMbpqF2uM,Adzuna::API::Response::Company,83zero Ltd,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Taplow, Maidenhead","['UK', 'South East England', 'Windsor & Maidenhead', 'Maidenhead', 'Taplow']",Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,157
Business Analyst,51.479397,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858151051?utm_medium=api&utm_source=aa0fc1e4,57505.77,2026-08-27T11:41:29Z,57505.77,1,"Salary: £? - ? per year Requirements: Proven experience as a Business Analyst, working across digital transformation, data and technology programmes. Strong requirements gathering, business process mapping and gap analysis experience. Demonstrable experience facilitating workshops and engaging with stakeholders at all levels. Experience working within Agile delivery environments, including user story development and backlog management. Ability to bridge the gap between business and technical te…",-3.177892,5858151051,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU4MTUxMDUxIn0.EBcWYaLxlPVATd9nTmpWDF67NIUOXIi07OQH9te-YCk,Adzuna::API::Response::Company,VIQU IT,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Grangetown, Cardiff","['UK', 'Wales', 'Cardiff County', 'Cardiff', 'Grangetown']",Adzuna::API::Response::Location,,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,158
Reinsurance Business Analyst,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858141758?utm_medium=api&utm_source=aa0fc1e4,57331.91,2026-08-27T11:39:33Z,57331.91,1,"hackajob is collaborating with DXC Technology to connect them with exceptional professionals for this role. Job Description: Job Title - Reinsurance Business Analyst Location - UK Type - Full-Time, Permanent DXC’s Insurance Software and BPS business provides a range of software and services to the global insurance market including life, wealth, health, commercial and speciality, property and casualty, and reinsurance. DXC is also a key partner of the London Market, providing digital transformat…",,5858141758,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODE0MTc1OCIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.48q1FCU1Ulv77-cQAVCfb5Rr-0HbjNEPWj_GUpA8NiY,Adzuna::API::Response::Company,DXC Technology,it-jobs,IT Jobs,Adzuna::API::Response::Category,UK,['UK'],Adzuna::API::Response::Location,full_time,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,159
Business Insights & Operations Analyst,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5858111906?utm_medium=api&utm_source=aa0fc1e4,58195.89,2026-08-27T11:25:56Z,58195.89,1,"About WPT Global Since WPT’s inaugural high-stakes televised poker games in 2003, the brand has symbolised poker prominence. Transitioning from its renowned live events, WPT Global currently pioneers an avant-garde online platform. Our brigade comprises Silicon Valley stalwarts, data virtuosos, gaming connoisseurs, and many more. Our mission? Crafting a poker game that’s as exhilarating to spectate as it is to play, regardless of one's expertise. The Role As our Business Insights & Operations A…",,5858111906,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1ODExMTkwNiIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.VbIMB-kAPCMFJkseCyx-0gKj0Ju-CoiMYClcRR80OU0,Adzuna::API::Response::Company,WPT Global,it-jobs,IT Jobs,Adzuna::API::Response::Category,UK,['UK'],Adzuna::API::Response::Location,full_time,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,160
Business Analyst,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857900547?utm_medium=api&utm_source=aa0fc1e4,143000.0,2026-08-27T05:37:03Z,143000.0,0,"Job Description: Senior Business Analyst - SAP S/4HANA / Utilities Currently I am on the look out for a Senior Business Analyst to work on a SAP S/4HANA implementation within the Utilities sector. You will lead end-to-end business analysis, mapping utilities operations into standard SAP functional specifications and supporting project delivery across the full lifecycle. Responsibilities: Process Design: Lead As-Is / To-Be process mapping (BPMN) and fit-gap analysis against S/4HANA best practice…",,5857900547,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NzkwMDU0NyIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.rpE1sdGvJCSjQTG2kU-ZT-blfXwZxvcMUEboMLhZ6GI,Adzuna::API::Response::Company,TALENT INTERNATIONAL UK LTD,it-jobs,IT Jobs,Adzuna::API::Response::Category,UK,['UK'],Adzuna::API::Response::Location,,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,161
Business Analyst (Agile Products Team),53.480701,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857899703?utm_medium=api&utm_source=aa0fc1e4,60000.0,2026-08-27T05:35:43Z,60000.0,0,"Business Analyst (Agile Products Team) ££45,000 - £60,000 GBP Bonus Hybrid WORKING Location: Manchester/Bristol , Central London, Greater London - United Kingdom Type: Permanent We're looking for a Senior Business Analyst to partner with senior stakeholders, shape business solutions, and drive successful delivery across high-profile change initiatives. This is an opportunity to work on challenging projects where you'll influence strategy, improve business processes, and bridge the gap between b…",-2.23438,5857899703,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Nzg5OTcwMyIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.miSrXjeANrNXIhoWvy_mcKGiMv-jFB6OuOw9D3DwsgE,Adzuna::API::Response::Company,Anson McCade,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Manchester, Greater Manchester","['UK', 'North West England', 'Greater Manchester', 'Manchester']",Adzuna::API::Response::Location,,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,162
Business Analyst (Agile Products Team),,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857898140?utm_medium=api&utm_source=aa0fc1e4,60000.0,2026-08-27T05:33:51Z,60000.0,0,"Business Analyst (Agile Products Team) ££45,000 - £60,000 GBP Bonus Hybrid WORKING Location: Manchester/Bristol , Central London, Greater London - United Kingdom Type: Permanent We're looking for a Senior Business Analyst to partner with senior stakeholders, shape business solutions, and drive successful delivery across high-profile change initiatives. This is an opportunity to work on challenging projects where you'll influence strategy, improve business processes, and bridge the gap between b…",,5857898140,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Nzg5ODE0MCIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.-TdzaQuuWv4P3zkJ2eP5VR8XfrhZmjn7UP79rWYtaYc,Adzuna::API::Response::Company,Anson McCade,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Bristol, South West England","['UK', 'South West England', 'Bristol']",Adzuna::API::Response::Location,,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,163
Salesforce Business Analyst - Investment Management,51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857712557?utm_medium=api&utm_source=aa0fc1e4,143000.0,2026-08-27T02:56:56Z,162500.0,0,"Salesforce Business Analyst Business Area: Asset Management Platform Location: London Reporting to: Principal Salesforce Business Analyst Job title: Salesforce Business Analyst Who we're looking for We are seeking an experienced Business Analyst with a strong track record in Salesforce technology design and delivery. The ideal candidate has high standards, an eye for detail, a continuous improvement mindset, and a well-developed analytical toolkit. Exposure to the financial services industry is…",-0.139134,5857712557,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NzcxMjU1NyIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.MWgPK0kAG8fqBtvTMI6uifbIy2BfWX8MjKFTQRl8DIk,Adzuna::API::Response::Company,Source Group International,it-jobs,IT Jobs,Adzuna::API::Response::Category,"London, UK","['UK', 'London']",Adzuna::API::Response::Location,full_time,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,164
Principal Salesforce Business Analyst - Investment Management,51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857712589?utm_medium=api&utm_source=aa0fc1e4,169000.0,2026-08-27T02:56:56Z,195000.0,0,"Business Area: Asset Management Platform Location: London Reporting to: Client Technology Delivery Lead Job title: Principal Salesforce Business Analyst Who we’re looking for We are seeking an experienced Business Analyst with a proven track record of driving successful technology design and delivery. The ideal candidate should have high standards, an eye for detail, a continuous improvement mindset, and a strong analytical toolkit. A deep understanding of the financial services industry is ess…",-0.139134,5857712589,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU3NzEyNTg5In0.DUJJ2zJPxuwcffYNJJv-JWnN4A6dsPg3DantLey8Y7k,Adzuna::API::Response::Company,Source Group International,it-jobs,IT Jobs,Adzuna::API::Response::Category,"London, UK","['UK', 'London']",Adzuna::API::Response::Location,full_time,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,165
Cash Equities Business Analyst,51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857678467?utm_medium=api&utm_source=aa0fc1e4,53834.62,2026-08-27T02:41:37Z,53834.62,1,"Location : London About the Job you are considering: This role is accountable for shaping and enabling the technical development and run-time operation of products and services within the global Cash Equities platform, working with multiple product owners and development teams globally. Hybrid working: The places that you work from day to day will vary according to your role, your needs, and those of the business; it will be a blend of Company offices, client sites, and your home; noting that y…",-0.139134,5857678467,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU3Njc4NDY3In0.oyVuGoZE6G2N9iJTCJIoqEAxbdgLOmyrsfMXLW_w6O4,Adzuna::API::Response::Company,Capgemini,it-jobs,IT Jobs,Adzuna::API::Response::Category,"London, UK","['UK', 'London']",Adzuna::API::Response::Location,,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,166
IT Business Systems Analyst CMES,54.528702,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5857631894?se=Vi_QZuGl8RGcfKYe_cIpvA&utm_medium=api&utm_source=aa0fc1e4&v=38118BBD42CD0C9C963B8037849AC58C69975D47,49431.07,2026-08-27T01:45:42Z,49431.07,1,"IT Business Systems Analyst CMES Location: Darlington, UK Work Model: 5 Days Onsite Mandatory Contract: 12-Month FTC Role Overview Seeking an experienced IT Business Systems Analyst / MES SME to lead manufacturing system projects, process improvements, and digital transformation initiatives. The role will partner with manufacturing and IT teams to deliver solutions that improve plant performance, efficiency, quality, and user experience. Key Responsibilities Lead MES projects, enhancements, upg…",-1.55305,5857631894,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NzYzMTg5NCIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.3Uc00rKm4pjNDe9WA0HkEJVKdCoH0iQPQCHVMzLRT64,Adzuna::API::Response::Company,Ixceed Solutions Ltd,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Darlington, County Durham","['UK', 'North East England', 'County Durham', 'Darlington']",Adzuna::API::Response::Location,,permanent,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,167
Senior Business Analyst,51.236401,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857504915?utm_medium=api&utm_source=aa0fc1e4,102915.0,2026-08-27T00:24:50Z,102915.0,0,"Senior Business Analyst needed in Guildford, £395.83 per day PAYE - Reference: 5303498 Hybrid 2 days per week Performance Monitoring and Reporting: Develop and maintain regular Power BI performance reports and dashboards for service managers, senior leadership teams, committees, and external regulators. Analyse service performance data to identify trends, risks, opportunities, exceptions and areas requiring intervention across high volume and high risk service areas such as repairs, voids, damp…",-0.570291,5857504915,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NzUwNDkxNSIsInMiOiJWaV9RWnVHbDhSR2NmS1llX2NJcHZBIn0.J9Da-6CJFq5vqxmREOnUB72YJIXNP4SBggT39dC1Fl0,Adzuna::API::Response::Company,Essential Employment,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Guildford, Surrey","['UK', 'South East England', 'Surrey', 'Guildford']",Adzuna::API::Response::Location,full_time,contract,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,168
Technical Business Analyst / Business Systems Analyst,55.86026,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5857494224?utm_medium=api&utm_source=aa0fc1e4,59315.92,2026-08-26T23:53:43Z,59315.92,1,"hackajob is collaborating with Atos to connect them with exceptional professionals for this role. Technical Business Analyst About Atos Group Atos Group is a global leader in digital transformation with c. 56,000 employees and annual revenue of c. €7.2 billion (at the go-forward perimeter), operating in 54 countries under two brands - Atos for services and Eviden for products and systems. European number one in cybersecurity and a leader in cloud, Atos Group is committed to a secure and decarbo…",-4.25596,5857494224,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmlfUVp1R2w4UkdjZktZZV9jSXB2QSIsImkiOiI1ODU3NDk0MjI0In0.rxobubqcgGG5t3vRz0v_ZkfY6ojdnmTtiG5hiXWT1mA,Adzuna::API::Response::Company,Atos,it-jobs,IT Jobs,Adzuna::API::Response::Category,"Glasgow, Scotland","['UK', 'Scotland', 'Glasgow']",Adzuna::API::Response::Location,,,gb,United Kingdom,GBP,Business Analyst,business analyst,4,2026-09-01 08:44:34.761705+00:00,169
