created,salary_max,salary_is_predicted,longitude,description,latitude,__CLASS__,redirect_url,id,title,adref,salary_min,contract_type,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_time,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
2026-09-01T15:13:45Z,39711.21,1,1.259946,"Business Development Analyst Location: Copenhagen HQ, Norwich, Vejle Salary: Competitive Vacancy Type: Full Time Are you passionate about analysing commercial and operational data to identify growth opportunities, market gaps and areas of competitive advantage? Do you want to work in the offshore wind industry where your skills and expertise will help secure a sustainable future based on renewable energy? Then keep reading – Cadeler is looking for a Business Development Analyst with your skills…",52.640771,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864652966?se=0kscnaKm8RGPtP2OBTi2UQ&utm_medium=api&utm_source=aa0fc1e4&v=E72CAF45880F528811F980DAEE484B1098FC7601,5864652966,Business Development Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGtzY25hS204UkdQdFAyT0JUaTJVUSIsImkiOiI1ODY0NjUyOTY2In0.yVCQM-hlGWC9m7dgy3oAZzx9rpxmkW6WSChI3t45IsA,39711.21,,"['UK', 'Eastern England', 'Norfolk', 'Norwich', 'West Pottergate']",Adzuna::API::Response::Location,"West Pottergate, Norwich",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Cadeler,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,1,2026-09-02 07:47:40.267835+00:00,48
2026-09-01T15:09:59Z,70000.0,0,-2.58352,"Finance Transformation Business Analyst - 6 Month FTC £65,000 - £75,000 | Remote with occasional travel | 6 Months | ASAP Start I'm currently recruiting for an experienced Finance Transformation Business Analyst to join a growing organisation on an initial 6-month fixed-term contract. This is a key role within a major finance transformation programme focused on standardising finance processes and systems across multiple entities and creating a more efficient, technology-enabled finance function…",51.9142,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864640386?se=0kscnaKm8RGPtP2OBTi2UQ&utm_medium=api&utm_source=aa0fc1e4&v=6C78B6B0AB6294CBE9108A1FDE8C8964FC373B00,5864640386,Business Analyst (Finance Transformation),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMGtzY25hS204UkdQdFAyT0JUaTJVUSIsImkiOiI1ODY0NjQwMzg2In0.OINSsHsduLztnGexxnHMhp0KR5zJOsJzvZUkecAlXLU,65000.0,contract,"['UK', 'West Midlands', 'Herefordshire', 'Ross-On-Wye']",Adzuna::API::Response::Location,"Ross-On-Wye, Herefordshire",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,SF Partners,,gb,United Kingdom,GBP,Business Analyst,business analyst,1,2026-09-02 07:47:40.267835+00:00,49
2026-09-01T15:00:54Z,107640.0,0,-2.454926,"Business Analyst Rate: up to £414 per day - Umbrella only Duration: 4 months Location: Telford 2 to 3 days onsite Description: Making Tax Digital (MTD) is fundamentally transforming the UK tax system to use digitally integrated tools. MTD is a key part of the government's ambition to become one of the most digitally advanced tax authorities in the world. MTD will make it easier for businesses, self-employed individuals, and landlords to get their tac right first time by integrating tax into the…",52.694361,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864625335?se=0kscnaKm8RGPtP2OBTi2UQ&utm_medium=api&utm_source=aa0fc1e4&v=C991395B37657F8785CE62E12EE3C4E42B937146,5864625335,Business Analyst CGEMJP00354373,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDYyNTMzNSIsInMiOiIwa3NjbmFLbThSR1B0UDJPQlRpMlVRIn0.OR2BFyKIodNKdBrCMBYUwhMKmJTleK9jUZk6KeLZ-Qg,98800.0,contract,"['UK', 'West Midlands', 'Shropshire', 'Telford', 'Oakengates']",Adzuna::API::Response::Location,"Oakengates, Telford",accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Experis,,gb,United Kingdom,GBP,Business Analyst,business analyst,1,2026-09-02 07:47:40.267835+00:00,50
2026-09-01T13:58:57Z,80000.0,0,0.055219,"Trainee Business Analyst Salary Expectations : £28,000 – £80,000 per annum Looking to start a career in Business Analysis? We are offering a structured pathway into Business Analysis, designed to help you enter the industry with no prior experience. This opportunity includes training, support, and access to our specialised recruitment support for job roles across the UK. No prior experience required. Train online at your own pace and become job-ready in as little as a few weeks. Our programme i…",51.532761,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864598451?utm_medium=api&utm_source=aa0fc1e4,5864598451,Trainee Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDU5ODQ1MSIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.jgsdVrMjGUttCM3b_H7V7JqrjfOK2tPesELME_pjhWo,28000.0,,"['UK', 'London', 'East London', 'East Ham']",Adzuna::API::Response::Location,"East Ham, East London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ad Warrior Ltd,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,51
2026-09-01T13:58:57Z,80000.0,0,-1.13299,"Trainee Business Analyst Salary Expectations : £28,000 – £80,000 per annum Looking to start a career in Business Analysis? We are offering a structured pathway into Business Analysis, designed to help you enter the industry with no prior experience. This opportunity includes training, support, and access to our specialised recruitment support for job roles across the UK. No prior experience required. Train online at your own pace and become job-ready in as little as a few weeks. Our programme i…",52.633577,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864598448?utm_medium=api&utm_source=aa0fc1e4,5864598448,Trainee Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDU5ODQ0OCIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.i4vxEQ-5wohCw06xROz6CexB5mmZcRq94csqQplOvfQ,28000.0,,"['UK', 'East Midlands', 'Leicestershire', 'Leicester', 'Belgrave']",Adzuna::API::Response::Location,"Belgrave, Leicester",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ad Warrior Ltd,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,52
2026-09-01T13:58:57Z,80000.0,0,-2.991803,"Trainee Business Analyst Salary Expectations : £28,000 – £80,000 per annum Looking to start a career in Business Analysis? We are offering a structured pathway into Business Analysis, designed to help you enter the industry with no prior experience. This opportunity includes training, support, and access to our specialised recruitment support for job roles across the UK. No prior experience required. Train online at your own pace and become job-ready in as little as a few weeks. Our programme i…",53.40715,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864598450?utm_medium=api&utm_source=aa0fc1e4,5864598450,Trainee Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0NTk4NDUwIn0.oSm7UbAkSs-yEf-ytGmDxShVUJh-6SOIZqXArtNQqEA,28000.0,,"['UK', 'North West England', 'Merseyside', 'Liverpool', 'Low Hill']",Adzuna::API::Response::Location,"Low Hill, Liverpool",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ad Warrior Ltd,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,53
2026-09-01T13:58:57Z,42994.44,1,1.29935,"Business Development Analyst Location: Copenhagen HQ, Norwich, Vejle Salary: Competitive Vacancy Type: Full Time Are you passionate about analysing commercial and operational data to identify growth opportunities, market gaps and areas of competitive advantage? Do you want to work in the offshore wind industry where your skills and expertise will help secure a sustainable future based on renewable energy? Then keep reading – Cadeler is looking for a Business Development Analyst with your skills…",52.628101,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864598438?utm_medium=api&utm_source=aa0fc1e4,5864598438,Business Development Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDU5ODQzOCIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.xDYGdyd_2Uvr9kEDrYJ53p-I33DCJMjVE1Z3Do9faE0,42994.44,,"['UK', 'Eastern England', 'Norfolk', 'Norwich']",Adzuna::API::Response::Location,"Norwich, Norfolk",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ad Warrior Ltd,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,54
2026-09-01T12:40:16Z,38414.55,1,-0.300443,"Business Analyst Kingston-on-Thames (4 days in office, 1 from home) 37.5 hours At Crew Clothing, we believe clothes are about so much more than “just clothes”. Designed with the spirit of the south coast in every stitch, our crossed oars are a mark of timeless British style. These are clothes for life’s best moments. We believe in collaboration, kindness and creativity, in celebrating our successes and championing our customer at every step of the way. From ’93 to now, people have been at the h…",51.4123,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864547140?utm_medium=api&utm_source=aa0fc1e4,5864547140,Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0NTQ3MTQwIn0.zYPvXmlKd0l5uBIMj8q7B9Zsbh4j_fsXiE8YXfvhjYg,38414.55,,"['UK', 'London', 'South West London', 'Kingston Upon Thames']",Adzuna::API::Response::Location,"Kingston Upon Thames, South West London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Crew Clothing Head Office,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,55
2026-09-01T12:09:57Z,62500.0,0,-3.53362,"Are you a Business Analyst with experience of multi-tenancy systems and API's? looking to join an industry leading business where you can make an impact? If so read on. This is an opportunity to join a fast-growing tech-driven business as a Senior Business Analyst. As a Business Analyst you will be responsible for leading the integration analysis across third-party systems, document the data models and permission structures behind a multi-tenant platform. You'll also run discovery with clients …",50.721802,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864528576?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=7C8C4AED0D0BFD75132484059507392857D7E547,5864528576,Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDUyODU3NiIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.a0DUb6paI1Md_vj7DRP_BqRF52ACaiihn-eHlHIOy9Q,55000.0,,"['UK', 'South West England', 'Devon', 'Exeter']",Adzuna::API::Response::Location,"Exeter, Devon",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Verum Recruitment,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,56
2026-09-01T12:09:57Z,62500.0,0,,"Are you a Business Analyst with experience of multi-tenancy systems and API's? looking to join an industry leading business where you can make an impact? If so read on. This is an opportunity to join a fast-growing tech-driven business as a Senior Business Analyst. As a Business Analyst you will be responsible for leading the integration analysis across third-party systems, document the data models and permission structures behind a multi-tenant platform. You'll also run discovery with clients …",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864528580?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=47A11769B7536ECDD75F17116AB94F2BBB5509AB,5864528580,Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0NTI4NTgwIn0.9ze5OrGHRG5uSibk_u8EeZhYUKPH4iirfidE20SssTo,55000.0,,"['UK', 'South West England', 'Bristol']",Adzuna::API::Response::Location,"Bristol, South West England",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Verum Recruitment,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,57
2026-09-01T11:47:27Z,53056.0,0,-3.980153,We are recruiting for 3 full-time Senior Business Analysts on a fixed-term basis for 23 months 2 x Senior Business Analysts (Charging) 1 x Senior Business Analyst (Digital Waste Tracking) Work that goes beyond your desk We currently have exciting opportunities to support two projects within SEPA’s Transformation Programme. Senior Business Analyst (Charging) - 2 Posts You will play a leading role in supporting the delivery of SEPA's charging transformation work. Key responsibilities include: Tak…,55.834245,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864407928?utm_medium=api&utm_source=aa0fc1e4,5864407928,Senior Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0NDA3OTI4In0.saXOFZzWhdGglbYk2cw0ihh5zxkeE0-iPdBjJY44SxI,48026.0,contract,"['UK', 'Scotland', 'North Lanarkshire', 'Motherwell', 'Holytown']",Adzuna::API::Response::Location,"Holytown, Motherwell",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Scottish Environment Protection Agency,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,58
2026-09-01T09:48:27Z,70000.0,0,-0.139134,"Business Analyst with Treasury Systems ? FIS Integrity Our Client is a Global organisation commencing the implementation of the FIS Integrity Treasury System. They are looking to recruit a seasoned professional Business Analyst with 5 to 10 years experience as a Business Analyst coupled with at least 3 to 5 years expertise of working with Treasury Systems. Since, they are implementing the FIS Integrity Treasury System ? the Client would ideally like to recruit someone with at least 1 to 2 years…",51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864148019?utm_medium=api&utm_source=aa0fc1e4,5864148019,Business Analyst with Treasury Systems – FIS Integrity (IT),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDE0ODAxOSIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.kKSUtkwXbPMZSJyZPeLhNZTbdnoN1BltmTGhxdNAegk,70000.0,permanent,"['UK', 'London']",Adzuna::API::Response::Location,"London, UK",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Nexus Jobs Limited,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,59
2026-09-01T09:48:26Z,400.0,0,,BA ? Business Analyst with AML ? City London Our Client is seeking to recruit a Business Analyst with Anti-Money Laundering skills ? so a BA with AML. You must have a thorough understanding of Anti-Money Laundering processes and regulations as a Business Analyst. Perform business analysis to support the deployment of Anti-Money Laundering - AML software products to meet clients? business requirements Communicate with clients to assess solution fit and identify product gaps Ensure requirements a…,,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864147980?utm_medium=api&utm_source=aa0fc1e4,5864147980,Business Analyst with AML - City London (IT),eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0MTQ3OTgwIn0.moPQ_dUnRaXJaMsa2GzEB95--z7cxseMHejcam3AXJQ,400.0,contract,"['UK', 'London', 'Central London', 'The City']",Adzuna::API::Response::Location,"The City, Central London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Nexus Jobs Limited,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,60
2026-09-01T09:48:26Z,450.0,0,-2.23438,"Business Analyst with Data Protection and Banking Systems ? Manchester We are looking to recruit a Business Analyst with at least 5 years experience with full project life-cycle. Must have experience of working on retail banking systems and must have the following experience: Experience of regulations such as GDPR, SRP and any background with Data Privacy. This position is based around risk and Data Protection ? we would like to see as much expertise in this area and ideally have Data Protectio…",53.480701,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864147983?utm_medium=api&utm_source=aa0fc1e4,5864147983,Business Analyst with Data Protection and Banking Systems – Manchester (IT),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDE0Nzk4MyIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.ulnWHBN54BJcahlYlaokD2cVZGb2CQp9s6IJAEPM-Yk,450.0,contract,"['UK', 'North West England', 'Greater Manchester', 'Manchester']",Adzuna::API::Response::Location,"Manchester, Greater Manchester",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Nexus Jobs Limited,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,61
2026-09-01T09:48:26Z,350.0,0,-0.139134,"Business Data Analyst with Actimize ? Canary Wharf Docklands London We are currently seeking an experienced contracting Data Analyst to join our dynamic and growing Professional Analysis team based in central London. You will primarily gather, understand and document detailed business requirements using appropriate tools and techniques and manipulate, analyze and interpret complex data sets relating to the employer's business. Data analysis, management and Integration experience Perform busines…",51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864147992?utm_medium=api&utm_source=aa0fc1e4,5864147992,Business Data Analyst with Actimize – Canary Wharf Docklands London (IT),eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODY0MTQ3OTkyIn0.7uHYsJscnaKI-6p37c38OLY-6lF-YyxQ1p0OIs6wPj4,350.0,contract,"['UK', 'London']",Adzuna::API::Response::Location,"London, UK",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Nexus Jobs Limited,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,62
2026-09-01T09:18:01Z,40632.16,1,-1.7081,"Job Description Anticipated Contract End Date/Length: 6 months Work Setup: Hybrid (2 days per week in office) Clearance Required: BPSS Our client in the Information Technology and Services industry is looking for a Business Operations Analyst to support the leadership and operational delivery of its Practices. The successful candidate will work closely with the Business Operations Partner and Operations Team to drive efficiency, consistency, and innovation across Practice operations. This role …",52.647999,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5864089586?utm_medium=api&utm_source=aa0fc1e4,5864089586,Business Operations Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDA4OTU4NiIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.VHpNRQ6rQ7_QbspZ5jV8dgnBjgko0ZSpflsF3dAQLnQ,40632.16,,"['UK', 'West Midlands', 'Shropshire', 'Telford']",Adzuna::API::Response::Location,"Telford, Shropshire",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,HelloKindred,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,63
2026-09-01T08:21:03Z,62852.55,1,-0.417042,"Entity: Technology Job Family Group: IT&S Group Job Description: Role Purpose: We are seeking a Senior Technical Business Analyst with strong hands-on Veson IMOS expertise and a proven business analysis core skills. You will bridge CCO business teams and technical delivery teams, translating commercial shipping needs into clear, testable requirements and practical, scalable solutions. The role covers IMOS and its connected application landscape across chartering, voyage operations and disbursem…",51.415933,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5864040595?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=1EFDF604EA4EFEC1B1EAF12731EE0A9C6C5DBF58,5864040595,Senior Technical Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2NDA0MDU5NSIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.0hA_Q0OVhDKttHjcATMma9c7niZGM0VPOqBMpZeyuZ0,62852.55,,"['UK', 'South East England', 'Surrey', 'Sunbury-On-Thames']",Adzuna::API::Response::Location,"Sunbury-On-Thames, Surrey",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,bp,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,64
2026-09-01T05:36:11Z,73242.73,1,,"Senior Business Analyst £50,000 to 68,000 GBP Bonus Hybrid WORKING Location: Central London, Greater London - United Kingdom Type: Permanent Senior Business Analyst (Senior Consultant) Location: London (Hybrid) Salary: Up to £68,000  Car Allowance  Bonus Security Clearance: SC Eligible Visa Sponsorship: Not Available Are you an experienced Business Analyst with a consulting background looking to take the lead on complex business and digital transformation programmes? We're looking for Senior Bu…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5863802508?utm_medium=api&utm_source=aa0fc1e4,5863802508,Senior Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODYzODAyNTA4In0.I7TfKzjJrUYXdNZ9raOwNS5W0HSDjc9defjNUr2QJnQ,73242.73,permanent,"['UK', 'London', 'Central London', 'The City']",Adzuna::API::Response::Location,"The City, Central London",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Anson Mccade,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,65
2026-09-01T01:36:38Z,57140.1,1,-0.139134,"As a Data Business Analyst at NTT DATA in London, you will play a pivotal role in delivering data-driven business solutions across sectors such as telecoms, media, banking, insurance, retail, energy, and public sector. The position requires at least 5 years’ experience in data, consulting, or analytics, with expertise in data modelling, SQL, Hive, Pig, Python, R, and data visualisation tools like PowerBI, Qlik, and Tableau. You will collaborate with clients and internal teams, manage data proje…",51.503378,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5863586463?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=1F1D3FFEEEBA331F28760EB86DC2DE0FDA22FA8B,5863586463,Data Business Analyst,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODYzNTg2NDYzIn0.dusUZvXhtaYGE_xJ-X1Enkec9UqzQiyO1A8VwqWCcjo,57140.1,,"['UK', 'London']",Adzuna::API::Response::Location,"London, UK",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Ntt Data,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,66
2026-08-31T21:41:11Z,75000.0,0,,"MIFID Transaction reporting Business Analyst banking London AVP £60-70K This is a new and exclusive opportunity for a trade and transaction reporting reconciliations business analyst to join my banking client who are thriving Role details Title: trade and transaction reporting reconciliations business analyst Focus: MIFID Transaction reporting Employer: investment bank Location: London City and home working hrubid 50/ 50% Permanent role, salary £60-75,000 plus bonus This role sits within the wi…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5863133445?utm_medium=api&utm_source=aa0fc1e4,5863133445,MIFID Transaction reporting Business Analyst TTR,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzEzMzQ0NSIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.UYsA7N2ReZANt5Tz7pbqvKh_QEzIEq9A2irki-248TE,75000.0,permanent,"['UK', 'London', 'Central London', 'The City']",Adzuna::API::Response::Location,"The City, Central London",accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Huxley Associates,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,67
2026-08-31T20:24:36Z,50000.0,0,,"Business Applications Integration Analyst The Role The Business Applications Integration Analyst is responsible for supporting, developing, and improving business applications and system integrations across the organisation. The role provides 1st, 2nd, and 3rd line support, resolves technical issues, develops application enhancements, and delivers automation solutions using Microsoft Power Platform and AI technologies. Working closely with stakeholders, the analyst designs and supports integrat…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5863110332?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=83337D61E2A924ED7C46CCC76BA4C8431D1724CD,5863110332,Business Applications Integration Analyst,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MzExMDMzMiIsInMiOiJ3bmU0bnFLbThSR3MtWTAyS1RReG1BIn0.M0Bs24fCPak1zdzuvNkU1142fosT6cTxCZOuI-ATQTE,50000.0,,"['UK', 'Northern Ireland', 'Belfast']",Adzuna::API::Response::Location,"Belfast, Northern Ireland",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Dale Farm Ltd,,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,68
2026-08-31T16:06:26Z,415.0,0,-2.97784,"6 month initial contract with high chance of extending 3 days per week onsite Liverpool £400 per day Outside IR35 We are seeking an experienced Contract Business Analyst to support a Finance-focused transformation programme within a large organisation. This is a true all-round BA role, requiring someone equally comfortable working with senior stakeholders, analysing and improving business processes, defining requirements, and supporting delivery through to implementation. Experience working on …",53.410801,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/land/ad/5862984657?se=wne4nqKm8RGs-Y02KTQxmA&utm_medium=api&utm_source=aa0fc1e4&v=3AE50EAE6986155990DA68B97858786E66D7EAC4,5862984657,Business Analyst Outside IR35,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODYyOTg0NjU3In0.5vKKAFHW8ZqOB__rEvon4CI0p8mgDBhXywJqfozfJco,400.0,contract,"['UK', 'North West England', 'Merseyside', 'Liverpool']",Adzuna::API::Response::Location,"Liverpool, Merseyside",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Cathcart Technology,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,69
2026-08-31T15:18:34Z,75000.0,0,,"MIFID Transaction reporting Business Analyst banking London AVP £60-70K This is a new and exclusive opportunity for a trade and transaction reporting reconciliations business analyst to join my banking client who are thriving Role details Title: trade and transaction reporting reconciliations business analyst Focus: MIFID Transaction reporting Employer: investment bank Location: London City and home working hrubid 50/ 50% Permanent role, salary £60-75,000 plus bonus This role sits within the wi…",,Adzuna::API::Response::Job,https://www.adzuna.co.uk/jobs/details/5862953961?utm_medium=api&utm_source=aa0fc1e4,5862953961,MIFID Transaction reporting Business Analyst TTR,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid25lNG5xS204UkdzLVkwMktUUXhtQSIsImkiOiI1ODYyOTUzOTYxIn0.fOmQvdMp1o0bsf9ET9OuIBTZl_6ObtaTLxH5Q6hzIUA,50000.0,permanent,"['UK', 'London', 'Central London', 'The City']",Adzuna::API::Response::Location,"The City, Central London",accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,SThree UK,full_time,gb,United Kingdom,GBP,Business Analyst,business analyst,2,2026-09-02 07:47:40.267835+00:00,70
