job_key,job_id,job_title,primary_role_family,title_role_family,selected_role_family,matched_role_families,matched_search_terms,search_term_count,role_family_count,role_resolution_method,role_review_required,company,company_disclosed,category,country_code,country,currency,location,city,region,location_hierarchy,location_area,latitude,longitude,workplace_type,contract_type,contract_time,published_at,published_date,publication_year,publication_month,publication_year_month,snapshot_date,days_since_publication,salary_min,salary_max,salary_midpoint,has_salary,salary_is_predicted,salary_invalid_nonpositive,job_description,job_url,collected_at_utc,first_seen_at,last_seen_at,times_seen
de-5854821554,5854821554,Data-Analyst - Retail & Sales Analytics (all genders),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,inovisco MOBILE MEDIA GmbH,True,Unknown,de,Germany,EUR,"Bayenthal, Köln",Bayenthal,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Köln | Bayenthal,"[""Deutschland"", ""Nordrhein-Westfalen"", ""K\u00f6ln"", ""Bayenthal""]",50.91237,6.96679,Not specified,Permanent,Full-time,2026-08-25 02:37:29+00:00,2026-08-25,2026,8,2026-08,2026-09-03,9,,,,False,False,False,"We want you! Du liebst es, aus Daten echte Insights zu gewinnen und daraus konkrete Handlungsempfehlungen abzuleiten? Du möchtest nicht nur Reports erstellen, sondern Deine Analysen auch präsentieren und damit Vertriebs- und Marketingentscheidungen aktiv unterstützen? Hervorragend! Dann bewirb Dich auf unsere unbefristete Position als Data-Analyst - Retail & Sales Analytics (all genders) in unserer Niederlassung in Köln. Das erwartet Dich bei uns Du analysierst Abverkaufs-, Handels- und Marktda…",https://www.adzuna.de/details/5854821554?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854692629,5854692629,Technische Sachbearbeitung Datenqualität / Data Quality Analyst (m/w/d) befristet,Data Analyst,,Data Analyst,Data Analyst,data analyst,1,1,Single search family,False,Liebherr-Werk Biberach GmbH,True,Stellen für Hochschulabsolventen,de,Germany,EUR,"Biberach, Heilbronn",Biberach,Baden-Württemberg,Deutschland | Baden-Württemberg | Heilbronn (Kreis) | Heilbronn | Biberach,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Heilbronn (Kreis)"", ""Heilbronn"", ""Biberach""]",49.19277,9.14146,Not specified,Not specified,Not specified,2026-08-25 00:54:28+00:00,2026-08-25,2026,8,2026-08,2026-09-03,9,,,,False,False,False,"Die Liebherr-Werk Biberach GmbH stellt hochwertige Turmdrehkrane und Mobilbaukrane her. Schnelleinsatzkrane, Obendreherkrane und Mobilbaukrane sind weltweit erfolgreich im Einsatz und stehen für Umschlagleistung und Wirtschaftlichkeit. Technische Sachbearbeitung Datenqualität / Data Quality Analyst (m/w/d) befristet Job-ID 84040 JLFT1_DE",https://www.adzuna.de/land/ad/5854692629?se=3LUvk42n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=82EDE02AC47FE149BFF5C5CE0018F95C10C49C18,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854478390,5854478390,HR Data Analyst / Personalcontroller (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Conditess Feine Kuchen GmbH,True,Unknown,de,Germany,EUR,"Haselünne, Emsland (Kreis)",Haselünne,Niedersachsen,Deutschland | Niedersachsen | Emsland (Kreis) | Haselünne,"[""Deutschland"", ""Niedersachsen"", ""Emsland (Kreis)"", ""Hasel\u00fcnne""]",52.67418,7.48365,Not specified,Not specified,Not specified,2026-08-24 18:07:10+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Mit Leidenschaft in unserem Familienunternehmen gebacken, mit Teamgeist getragen und mit über 500 Mitarbeitenden weiter auf Wachstumskurs. HR Data Analyst / Personalcontroller (m/w/d) Aufgaben HR-Reporting & Business Intelligence: Du entwickelst unser HR-Kennzahlensystem weiter und erstellst aussagekräftige Reports und Dashboards auf Basis unserer HR-Systeme, z. B. Personio, Sage und Atoss. Personal- und Kapazitätsplanung: Du baust eine integrierte Personal- und Kapazitätsplanung auf und entwic…",https://www.adzuna.de/land/ad/5854478390?se=3LUvk42n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=1BF354D4B6D6E198437F2C008B51553A00228D78,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854427911,5854427911,HR Data Analyst / Personalcontroller (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Conditess Feine Kuchen GmbH,True,Stellen aus Gastronomie & Catering,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-08-24 16:58:40+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Mit Leidenschaft in unserem Familienunternehmen gebacken, mit Teamgeist getragen und mit über 500 Mitarbeitenden weiter auf Wachstumskurs. HR Data Analyst / Personalcontroller (m/w/d) Original Stellenanzeige auf StepStone.de bit.ly/4w2X7RC CLTRD1_DE",https://www.adzuna.de/land/ad/5854427911?se=3LUvk42n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=CFA03EB123CDF8D0EB4AE2AF8B7E096776946D09,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854422641,5854422641,Technische Sachbearbeitung Datenqualität / Data Quality Analyst (m/w/d) befristet,Data Analyst,,Data Analyst,Data Analyst,data analyst,1,1,Single search family,False,Liebherr-Werk Biberach GmbH,True,Unknown,de,Germany,EUR,"Biberach an der Riß, Biberach (Kreis)",Biberach an der Riß,Baden-Württemberg,Deutschland | Baden-Württemberg | Biberach (Kreis) | Biberach an der Riß,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Biberach (Kreis)"", ""Biberach an der Ri\u00df""]",48.0962,9.78975,Not specified,Not specified,Full-time,2026-08-24 16:48:04+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Die Liebherr-Werk Biberach GmbH stellt hochwertige Turmdrehkrane und Mobilbaukrane her. Schnelleinsatzkrane, Obendreherkrane und Mobilbaukrane sind weltweit erfolgreich im Einsatz und stehen für Umschlagleistung und Wirtschaftlichkeit. Ihre Aufgaben - Das erwartet Sie Pflege, Prüfung und Weiterentwicklung von Stammdaten, Stücklisten und produktbezogenen Datenstrukturen Sicherstellung und kontinuierliche Verbesserung der Datenqualität entlang des Produktdatenlebenszyklus Klassifizierung von Teil…",https://www.adzuna.de/details/5854422641?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854419273,5854419273,Data Analyst (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,FRIWO Gerätebau GmbH,True,Unknown,de,Germany,EUR,"Ostbevern, Warendorf (Kreis)",Ostbevern,Nordrhein-Westfalen,Deutschland | Nordrhein-Westfalen | Warendorf (Kreis) | Ostbevern,"[""Deutschland"", ""Nordrhein-Westfalen"", ""Warendorf (Kreis)"", ""Ostbevern""]",52.03611,7.83944,Not specified,Not specified,Full-time,2026-08-24 16:47:34+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Ihre Aufgaben Erstellung und Verwaltung von Datenmodellen mit cloudbasierten Datenbanken (SAP Datasphere) sowie die Betreuung der Schnittstellen zum ERP und CRM Erstellung von modernen Berichten und Stories in enger Zusammenarbeit mit den Fachabteilungen Aufbau von KI-basierten Analysen und Implementierung von KI Funktionen für das Reporting Ihr Profil Fundiertes Fachwissen im Umgang mit Datenbanken, Datenmodellen und Abfragen Mehrjährige Praxiserfahrung im Umgang mit Datawarehouse Reporting Lö…",https://www.adzuna.de/details/5854419273?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854419151,5854419151,Datenanalyst / Data Scientist (w/m/d) - Vorhersagen für Solar- und Windstrom,Data Analyst,Data Analyst,Data Analyst,Data Analyst,datenanalyst,1,1,Title rule,False,energy & meteo systems GmbH,True,Unknown,de,Germany,EUR,"Bloherfelde, Oldenburg",Bloherfelde,Niedersachsen,Deutschland | Niedersachsen | Oldenburg (Kreis) | Oldenburg | Bloherfelde,"[""Deutschland"", ""Niedersachsen"", ""Oldenburg (Kreis)"", ""Oldenburg"", ""Bloherfelde""]",53.14036,8.14601,Not specified,Not specified,Full-time,2026-08-24 16:47:33+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Wir von energy & meteo systems geben gemeinsam mit unseren Partnerfirmen emsys VPP und emsys grid services täglich unser Bestes, um die erneuerbaren Energien effizient in Stromnetze und -märkte zu integrieren und Dafür bieten wir unseren Kunden - Stromhändlern und Netzbetreibern weltweit - zukunftsweisende Softwareprodukte sowie Full-Service-Dienstleistungen. Hierzu gehören neben Wind- und Solarleistungsprognosen virtuelle Kraftwerke zur Steuerung dezentraler Energieanlagen sowie ein Plattformk…",https://www.adzuna.de/details/5854419151?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854367551,5854367551,Online Data Analyst Czechia,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,TELUS Digital Europe,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-08-24 14:18:03+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Online Data Analyst Czechia Description Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own home. A Day in the Life of an Online Data Analyst: In this role, you will be working on a project aimed at enhancing the content and quality of digital maps that are used by millions of people worldwide Completing research and evaluation ta…",https://www.adzuna.de/details/5854367551?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5854367552,5854367552,Hire to Retire Analyst - Data Admin,Data Analyst,,Data Analyst,Data Analyst,data analyst,1,1,Single search family,False,Nespresso Deutschland GmbH,True,Unknown,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Not specified,2026-08-24 14:18:03+00:00,2026-08-24,2026,8,2026-08,2026-09-03,10,,,,False,False,False,"Position Summary Joining Nestlé means you are joining the largest food and beverage company in the world. At our very core, we are a human environment - passionate people driven by the purpose of enhancing the quality of life and contributing to a healthier future. Our Team in Nestlé Business Services is in charge of delivering world class business support to our colleagues and clients in Nestlé globally. We are committed to deliver with passion, reliability, innovation, discipline and excellen…",https://www.adzuna.de/details/5854367552?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5853621838,5853621838,Data Analyst in Magdeburg(m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,DIEPA,True,Unknown,de,Germany,EUR,"Magdeburg, Sachsen-Anhalt",Magdeburg,Sachsen-Anhalt,Deutschland | Sachsen-Anhalt | Magdeburg,"[""Deutschland"", ""Sachsen-Anhalt"", ""Magdeburg""]",52.125867,11.638721,Not specified,Not specified,Not specified,2026-08-23 14:11:29+00:00,2026-08-23,2026,8,2026-08,2026-09-03,11,,,,False,False,False,"Data Analyst in Magdeburg (m/w/d) Data Analyst (m/w/d) gesucht - gestalten Sie die digitale Mobilitätszukunft! Sie sind ein Organisationstalent mit technischem Know-how und möchten die Mobilitätsbranche nachhaltig vorantreiben? Bei unserem Kunden erwartet Sie eine spannende Rolle in der Leitung und Umsetzung innovativer Projekte rund um eTicketing, Vertrieb und digitale Lösungen. Werden Sie Teil eines engagierten Teams und bringen Sie Ihre strategischen Ideen ein, um technische Prozesse zu opti…",https://www.adzuna.de/details/5853621838?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5853565462,5853565462,Wissenschaftlicher Datenanalyst (m/w/d); Scientific Data Analyst (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst | datenanalyst,2,1,Title rule,False,MP Karlsruhe,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Eggenstein-Leopoldshafen, Karlsruhe (Kreis)",Eggenstein-Leopoldshafen,Baden-Württemberg,Deutschland | Baden-Württemberg | Karlsruhe (Kreis) | Eggenstein-Leopoldshafen,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Karlsruhe (Kreis)"", ""Eggenstein-Leopoldshafen""]",49.09022,8.42763,Not specified,Not specified,Full-time,2026-08-23 12:38:31+00:00,2026-08-23,2026,8,2026-08,2026-09-03,11,,,,False,False,False,"Unser Kunde ist ein Forschungszentrum der Europäischen Kommission für nukleare Sicherheit, Strahlenschutz, Kernmaterialüberwachung und kerntechnische Forschung . Wir suchen für ihn im Rahmen der Arbeitnehmerüberlassung in 7 6344 Eggenstein-Leopoldshafen (bei Karlsruhe) zum nächstmöglichen Starttermin einen Wissenschaftlicher Datenanalysten (m⁠/⁠w⁠/⁠d) bzw. einen Scientific Data Analyst (m⁠/⁠w⁠/⁠d). Haben wir Ihr Interesse geweckt? …",https://www.adzuna.de/details/5853565462?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5853561751,5853561751,Datenanalyst Einkauf AIRBUS (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,datenanalyst,1,1,Title rule,False,Argo Aviation GmbH - Hamburg,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Altenwerder, Hamburg",Altenwerder,Hamburg,Deutschland | Hamburg | Altenwerder,"[""Deutschland"", ""Hamburg"", ""Altenwerder""]",53.51215,9.91213,Not specified,Not specified,Full-time,2026-08-23 12:37:59+00:00,2026-08-23,2026,8,2026-08,2026-09-03,11,,,,False,False,False,Wie soll Ihr nächster Job aussehen? Die Luftfahrtindustrie sucht eine Reihe von Qualifikationen und benötigt Ihr persönliches und fachliches Knowhow. Fühlen Sie sich angesprochen? Argo Aviation bringt Sie direkt zum Take-off - schnell und präzise. Für unseren Kunden AIRBUS suchen wir einen Datenanalysten für den Einkauf (m⁠/⁠w⁠/⁠d) . Diese Aufgaben erwarten Sie: Die Tätigkeit als Datenanalyst Einkauf bei AIRBUS beinhaltet folgende Aufgaben (m⁠/⁠w&…,https://www.adzuna.de/details/5853561751?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5852710200,5852710200,Datenanalyst Einkauf AIRBUS (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,datenanalyst,1,1,Title rule,False,Argo Aviation,True,Unknown,de,Germany,EUR,"Altenwerder, Hamburg",Altenwerder,Hamburg,Deutschland | Hamburg | Altenwerder,"[""Deutschland"", ""Hamburg"", ""Altenwerder""]",53.51215,9.91213,Not specified,Not specified,Full-time,2026-08-22 18:19:38+00:00,2026-08-22,2026,8,2026-08,2026-09-03,12,,,,False,False,False,"Diese Aufgaben erwarten Sie: Die Tätigkeit als Datenanalyst Einkauf bei AIRBUS beinhaltet folgende Aufgaben (m/w/d): Erfassung, Bereinigung und Analyse großer Datenmengen zur Unterstützung geschäftkritischer Entscheidungsprozesse im Einkauf Überführung von Rohdaten und Excel-Dateien aus verschiedenen Quellsystemen in nachhaltige Datenbanklösungen in Skywise Entwicklung aussagekräftiger Berichte, Dashboards und Visualisierungen (z. B. Spend-Analysen und Performance-KPIs) Treiben von Automatisier…",https://www.adzuna.de/details/5852710200?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5852577992,5852577992,Product Data Analyst (m/f/d) - Berlin,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Freenow,True,IT-Stellen,de,Germany,EUR,"Berlin, Deutschland",Berlin,Berlin,Deutschland | Berlin,"[""Deutschland"", ""Berlin""]",52.507706,13.420806,Not specified,Not specified,Not specified,2026-08-22 17:18:45+00:00,2026-08-22,2026,8,2026-08,2026-09-03,12,,,,False,False,False,"Location : We are flexible! Come and join us either in Hamburg, Berlin or Barcelona. Freenow empowers smarter mobility decisions helping people to move freely and cities to thrive. We are looking for a Product Data Analyst (m/f/d) to collaborate with our product squads, using data to build a flawless product experience. You will join the Product Data Team and work closely with PMs, designers, UX researchers, developers, and other data functions to discover new product opportunities, validate hy…",https://www.adzuna.de/details/5852577992?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5852480853,5852480853,Data Scientist / Data Analyst (w/m/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,HiSolutions AG,True,Unknown,de,Germany,EUR,"Berlin, Deutschland",Berlin,Berlin,Deutschland | Berlin,"[""Deutschland"", ""Berlin""]",52.507706,13.420806,Not specified,Not specified,Not specified,2026-08-22 14:18:53+00:00,2026-08-22,2026,8,2026-08,2026-09-03,12,,,,False,False,False,"Data Scientist / Data Analyst (w/m/d) Wachstum braucht Freiheit. Wir sind eine unabhängige IT-Management- und IT-Security-Beratung, die dort ansetzt, wo Digitalisierung anspruchsvoll wird: bei Informationssicherheit, IT-Services und -Betrieb, sowie organisatorischer Transformation. Wir unterstützen unsere Kunden dabei, komplexe Herausforderungen zu meistern - individuell, strukturiert und mit einem klaren Blick für das Wesentliche. Was uns antreibt ist der Anspruch, nachhaltige Lösungen zu scha…",https://www.adzuna.de/details/5852480853?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5852181999,5852181999,Working Student (f/m/d) - Data Analyst / Data Science in Adopt-2-Consume Insights & Data Foundation,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,SAP,True,Unknown,de,Germany,EUR,"Walldorf, Rhein-Neckar-Kreis",Walldorf,Baden-Württemberg,Deutschland | Baden-Württemberg | Rhein-Neckar-Kreis | Walldorf,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Rhein-Neckar-Kreis"", ""Walldorf""]",49.30315,8.64276,Not specified,Not specified,Not specified,2026-08-22 09:06:59+00:00,2026-08-22,2026,8,2026-08,2026-09-03,12,,,,False,False,False,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging - but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succee…",https://www.adzuna.de/details/5852181999?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5851345939,5851345939,Datenanalyst Einkauf (d/f/m) AIRBUS,Data Analyst,Data Analyst,Data Analyst,Data Analyst,datenanalyst,1,1,Title rule,False,AERO HighProfessionals GmbH,True,Stellen für Hochschulabsolventen,de,Germany,EUR,"Altenwerder, Hamburg",Altenwerder,Hamburg,Deutschland | Hamburg | Altenwerder,"[""Deutschland"", ""Hamburg"", ""Altenwerder""]",53.51215,9.91213,Not specified,Permanent,Full-time,2026-08-21 18:20:36+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,66060.0,78348.0,72204.0,True,False,False,"Für den Einsatz in Hamburg Finkenwerder wartet eine verantwortungsvolle Position als Datenanalyst (m/w/d) im Einkaufsbereich bei Airbus auf dich. In dieser Arbeitnehmerüberlassung verbindest du Datenanalyse, Prozessverständnis und Procurement-Know-how, um Entscheidungsgrundlagen für den Einkauf zu schaffen. Deine Aufgaben: Du analysierst große Datenmengen aus unterschiedlichen Quellen und bereitest sie für fundierte Entscheidungen im Einkauf auf. Rohdaten werden von dir geprüft, bereinigt und i…",https://www.adzuna.de/details/5851345939?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5851313135,5851313135,Data Analyst,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Planet,True,Unknown,de,Germany,EUR,"Berlin, Deutschland",Berlin,Berlin,Deutschland | Berlin,"[""Deutschland"", ""Berlin""]",52.507706,13.420806,Not specified,Not specified,Full-time,2026-08-21 17:55:45+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,60900.0,76100.0,68500.0,True,False,False,"Welcome to Planet. We believe in using space to help life on Earth. Planet designs, builds, and operates the largest constellation of imaging satellites in history. This constellation delivers an unprecedented dataset of empirical information via a revolutionary cloud-based platform to authoritative figures in commercial, environmental, and humanitarian sectors. We are both a space company and data company all rolled into one. Customers and users across the globe use Planet's data to develop ne…",https://www.adzuna.de/details/5851313135?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5851307364,5851307364,Data Analyst:in Fundraising (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Albert Schweitzer Stiftung für unsere Mitwelt,True,Stellen aus Buchhaltung & Finanzwesen,de,Germany,EUR,"Berlin, Deutschland",Berlin,Berlin,Deutschland | Berlin,"[""Deutschland"", ""Berlin""]",52.507706,13.420806,Remote,Not specified,Full-time,2026-08-21 17:49:04+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,,,,False,False,False,"Die Albert Schweitzer Stiftung für unsere Mitwelt sucht eine:n Data Analyst:in Fundraising (m/w/d) zum nächstmöglichen Termin in Berlin (hoher Homeoffice-Anteil möglich) mit 35 Wochenstunden (Vollzeit) in Festanstellung. Unsere Vision ist eine Welt, in der kein Tier mehr für die Herstellung von Lebensmitteln leidet. Unsere Mission lautet: Gemeinsam Tierschutzstandards erhöhen und den Verbrauch von Tierprodukten senken. Mit unserer Arbeit wirken wir in den Bereichen Wirtschaft, Recht und Politik…",https://www.adzuna.de/details/5851307364?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5851207580,5851207580,AIRBUS: Data Analyst (d/f/m) for Procurement,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,HR4YOU,True,Beraterstellen,de,Germany,EUR,Deutschland,,,Deutschland,"[""Deutschland""]",,,Not specified,Not specified,Full-time,2026-08-21 17:42:31+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,18000.0,18000.0,18000.0,True,False,False,"CENIS ist seit über 40 Jahren ein erfahrener Partner für hochwertige Personaldienstleistungen und individuelle Karrierewege. Wir unterstützen Fach- und Führungskräfte dabei, den Job zu finden, der wirklich zu ihnen passt, mit fairen Konditionen und einem Mehrwert für alle beteiligten Parteien. Dank unseres starken Netzwerks vermitteln wir insbesondere qualifizierte Positionen im Engineering, in der IT sowie im kaufmännischen Umfeld – insbesondere in Branchen wie Luft- und Raumfahrt (Aviation), …",https://www.adzuna.de/details/5851207580?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5850731785,5850731785,Data Analyst (all genders),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,MUVN,True,Unknown,de,Germany,EUR,"Hamburg-Altstadt, Hamburg",Hamburg-Altstadt,Hamburg,Deutschland | Hamburg | Hamburg-Altstadt,"[""Deutschland"", ""Hamburg"", ""Hamburg-Altstadt""]",53.5504,9.99417,Not specified,Not specified,Not specified,2026-08-21 10:06:02+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,,,,False,False,False,"Jede Entscheidung bei MUVN hängt an einer Zahl. Niemand soll sie suchen müssen. MUVN verbindet Fahrer:innen mit freiem Laderaum mit Menschen und Unternehmen, die etwas transportieren müssen. Kein neuer Fuhrpark, keine neue Logistik. Bessere Nutzung von dem, was ohnehin unterwegs ist. Unser Marktplatz wächst über Korridore, also über einzelne Strecken, die dicht genug werden, um von selbst zu tragen. Ob eine Strecke trägt, ist keine Meinungsfrage, sondern eine Messung. Dafür bauen wir das MUVN B…",https://www.adzuna.de/details/5850731785?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5850417363,5850417363,Data Analyst (all genders),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,MUVN,True,Unknown,de,Germany,EUR,"Hamburg, Deutschland",Hamburg,Hamburg,Deutschland | Hamburg,"[""Deutschland"", ""Hamburg""]",53.557429,9.987297,Not specified,Not specified,Full-time,2026-08-21 04:42:23+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,,,,False,False,False,"Jede Entscheidung bei MUVN hängt an einer Zahl. Niemand soll sie suchen müssen. MUVN verbindet Fahrer:innen mit freiem Laderaum mit Menschen und Unternehmen, die etwas transportieren müssen. Kein neuer Fuhrpark, keine neue Logistik. Bessere Nutzung von dem, was ohnehin unterwegs ist. Unser Marktplatz wächst über Korridore, also über einzelne Strecken, die dicht genug werden, um von selbst zu tragen. Ob eine Strecke trägt, ist keine Meinungsfrage, sondern eine Messung. Dafür bauen wir das MUVN B…",https://www.adzuna.de/details/5850417363?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5850165033,5850165033,Working Student (f/m/d) - Data Analyst / Data Science in Adopt-2-Consume Insights & Data Foundation,Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,SAP,True,Unknown,de,Germany,EUR,"Walldorf, Rhein-Neckar-Kreis",Walldorf,Baden-Württemberg,Deutschland | Baden-Württemberg | Rhein-Neckar-Kreis | Walldorf,"[""Deutschland"", ""Baden-W\u00fcrttemberg"", ""Rhein-Neckar-Kreis"", ""Walldorf""]",49.30315,8.64276,Not specified,Not specified,Not specified,2026-08-21 01:17:24+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,,,,False,False,False,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging – but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succee…",https://www.adzuna.de/details/5850165033?utm_medium=api&utm_source=aa0fc1e4,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
de-5850159030,5850159030,HR Data Analyst / Personalcontroller (m/w/d),Data Analyst,Data Analyst,Data Analyst,Data Analyst,data analyst,1,1,Title rule,False,Conditess Feine Kuchen GmbH,True,Sonstige/Allgemeine Stellen,de,Germany,EUR,"Haselünne, Emsland (Kreis)",Haselünne,Niedersachsen,Deutschland | Niedersachsen | Emsland (Kreis) | Haselünne,"[""Deutschland"", ""Niedersachsen"", ""Emsland (Kreis)"", ""Hasel\u00fcnne""]",52.67418,7.48365,Not specified,Not specified,Not specified,2026-08-21 00:56:22+00:00,2026-08-21,2026,8,2026-08,2026-09-03,13,,,,False,False,False,"Mit Leidenschaft in unserem Familienunternehmen gebacken, mit Teamgeist getragen und mit über 500 Mitarbeitenden weiter auf Wachstumskurs. HR Data Analyst / Personalcontroller (m/w/d) JLFT1_DE",https://www.adzuna.de/land/ad/5850159030?se=3LUvk42n8RGI5I6_9cGalA&utm_medium=api&utm_source=aa0fc1e4&v=428C44BEDEC9B9769F3F5BA1C562732BF7B08193,2026-09-03 11:48:58.970502+00:00,2026-09-03,2026-09-03,1
